ons_code,id_british,id_welsh,id_english,id_other_uk,id_non_uk
E14001063,0.532393766499191,0.005841778080558631,0.3006471940730648,0.012228561696329729,0.14888869965085583
E14001064,0.5535376627816295,0.003044644097129488,0.4043928338692619,0.0042304528507483416,0.03479440640123068
E14001065,0.6228250961119258,0.0057468986564147275,0.2648329436011256,0.012910705085014466,0.0936843565455194
E14001066,0.5335023582294458,0.0025464449414317664,0.42983990611368217,0.006598613848231881,0.027512676867208433
E14001067,0.5927019768052111,0.0055259989503689145,0.33902055013017485,0.011309260421704725,0.051442213692540414
E14001068,0.5313568865174334,0.0022942779865079616,0.41425399130700175,0.0058198886538481775,0.046274955535208745
E14001069,0.5599722887956861,0.0028928250449370882,0.3251011084481726,0.007395895745955662,0.10463788196524865
E14001070,0.5716856089003508,0.0017092991873331933,0.32216791115642585,0.006117491828350376,0.09831968892753971
E14001071,0.5787420636733203,0.004010414287671859,0.2899191522404421,0.009692595806878911,0.11763577399168684
E14001072,0.5484010541635527,0.006765527278448649,0.30953270660425597,0.01212484757896393,0.12317586437477875
E14001073,0.5721331689272503,6.127863094570863e-4,0.14594776370362067,0.0023390501812203413,0.2789672308784516
E14001074,0.5596237212551557,0.0018469429744394576,0.3803075686383341,0.00546427170157995,0.052757495430490825
E14001075,0.5547227387593573,0.0018404615457969771,0.379869355838459,0.005035045057931627,0.058532398798455156
E14001076,0.5895201437002823,0.0028226841159866563,0.364331537079805,0.015283551449833205,0.028042083654092893
E14001077,0.5381214038593181,0.002340382231596085,0.37473867273500955,0.0055133115020998685,0.07928622967197646
E14001078,0.5390907603657318,0.005571410393906895,0.32067874865940776,0.010215767182302365,0.12444331339865122
E14001079,0.5586265138864897,0.002879023435250763,0.3746761098635343,0.00813803957697549,0.05568031323774975
E14001080,0.5485215998750098,0.018318881337395516,0.27064291852199046,0.01566283884071557,0.14685376142488868
E14001081,0.5295910965004913,0.006271751407241439,0.14899771351961874,0.017465404358086703,0.29767403421456184
E14001082,0.5980305778699145,0.0064783622700181395,0.29109095620627107,0.011857994299041202,0.09254210935475511
E14001083,0.5910405972935138,0.004731684554363042,0.23025664955669622,0.011376574895007,0.16259449370041998
E14001084,0.5526313396324218,0.0029737275265316514,0.2332875603612124,0.008029973718432564,0.20307739876140157
E14001085,0.5005225830533782,0.0048712206047032474,0.14258118701007838,0.013241881298992161,0.3387831280328481
E14001086,0.6023367361428864,0.0028479464806954987,0.08512283248394578,0.009372189526499314,0.30032029536597293
E14001087,0.5797776660521758,0.0029383833305401934,0.38146472264119324,0.009653092006033183,0.026166135970057538
E14001088,0.5729067301109901,0.003983974323004927,0.3691853614194171,0.008540294252976758,0.04538363989361105
E14001089,0.5553246911202782,0.0021994060590089497,0.3227653730375115,0.0054427698326627,0.1142677599505387
E14001090,0.5541617240015817,0.0075523922499011464,0.30276789244760777,0.013275998418347174,0.12224199288256228
E14001091,0.6206726576422856,0.0062279604140598336,0.31470632844196716,0.008029044856482008,0.05036400864520532
E14001092,0.5929556404718391,0.005418028096213842,0.2091340385076886,0.007854756234885825,0.18463753668937255
E14001093,0.5824501733458208,0.002094937644797161,0.27055914296511724,0.005980841589852287,0.1389149044544125
E14001094,0.7210281768191312,0.002821944669423249,0.10836779061341063,0.004851016667377126,0.16293107123065775
E14001095,0.6476879676192813,0.0015454433950692996,0.2272783024653502,0.0038595200130831188,0.11962876650721616
E14001096,0.6230352357058665,0.003792892277908378,0.08816499081408902,0.005011095526889367,0.27999578567524674
E14001097,0.5697016365458122,0.003710988236167291,0.3307696589601811,0.007997179648940513,0.08782053660889895
E14001098,0.6963917906467204,0.001214498485979928,0.100688489344417,0.002387966617703777,0.19931725490517885
E14001099,0.5882805048568862,0.008176607309868415,0.2698002611328722,0.00967673232028595,0.12406589438008724
E14001100,0.6534229559609912,0.002043818769656339,0.18978442997718323,0.004105256666637302,0.15064353862553187
E14001101,0.592371457983421,0.0018962995069621283,0.37532643441512703,0.00992577341929891,0.020480034675190984
E14001102,0.6692109242949915,0.0010586246775197937,0.20417222667022508,0.007330308691397562,0.11822791566586603
E14001103,0.5557190973695855,0.002004641376881609,0.24272414509269208,0.007386471379680883,0.19216564478116
E14001104,0.5773829572246547,0.003757578309195015,0.3766419669922533,0.015609211855843718,0.026608285618053215
E14001105,0.5673934498135829,0.0044045617369690765,0.33872176328679,0.024243365743109875,0.06523685941954821
E14001106,0.6190783148326195,0.0012673717332401014,0.34060615330827726,0.01037933747050083,0.028668822655362292
E14001107,0.6255736994504304,0.0014477908877814328,0.3422006421494278,0.011867945712766167,0.018909921799594224
E14001108,0.5297826432154232,0.003895048524645289,0.3666669780214648,0.008322513754098208,0.09133281648436843
E14001109,0.5403039016013738,0.0024060540713230303,0.4105566870332654,0.006000159738029631,0.04073319755600815
E14001110,0.5858548617877615,0.002255988904396984,0.30699883250379656,0.0061359386932820685,0.09875437811076292
E14001111,0.5835741518735278,0.0018941693581679983,0.2575098958206853,0.005204918364538559,0.15181686458308039
E14001112,0.5903734608731047,0.0025033072148163225,0.337061158033988,0.007214816322377124,0.06284725755571385
E14001113,0.6279221163520151,0.0026829220177151765,0.3095618551616658,0.006273302953186956,0.05355980351541694
E14001114,0.4580554097203694,0.0024098666827324445,0.38402946922686315,0.007040253380268356,0.14846500098976667
E14001115,0.5298677738502684,0.0062559613981933455,0.292225401634592,0.010931567824346818,0.16071929529259946
E14001116,0.5285531752175413,0.006556551421829679,0.308596263791608,0.009438449557456095,0.1468555600115649
E14001117,0.5474704998084085,0.005659320685013608,0.3183662641605832,0.010493323770129398,0.11801059157586535
E14001118,0.6752218636546995,8.572004840661557e-4,0.1804659136748689,0.0041263278203576715,0.1393286943660078
E14001119,0.6249199172630924,0.0011440390986802364,0.2802621222382896,0.005592063114348996,0.08808185828558877
E14001120,0.7047743041249855,6.756868109230541e-4,0.1145124342853376,0.0028593088218329243,0.17717826595692085
E14001121,0.5531569597157536,0.003044125414125894,0.383876698516349,0.007960820089307149,0.051961396264464395
E14001122,0.5848084514790832,0.0016727505222698853,0.07192827245760507,0.0054643183727482916,0.33612620716829356
E14001123,0.5440073015089286,0.0010099423210718854,0.05126766463930097,0.0028353195532314413,0.40087977197746705
E14001124,0.5506727363122242,0.0029286557703063825,0.12165185507426511,0.007053632465353303,0.31769312037785097
E14001125,0.5577875619152449,0.0032104201064024947,0.36637518090462506,0.0073788703397949405,0.06524796673393261
E14001126,0.5223680496754163,0.009908874642151526,0.3831397927502923,0.008356517882343454,0.07622676504979638
E14001127,0.5635590017170812,0.0027214116783118606,0.4002311040076027,0.009665331159083792,0.023823151437920496
E14001128,0.5715149649242408,0.003034767884238999,0.38862621775559125,0.00862050007696875,0.028203549358960262
E14001129,0.5712218750655287,0.004875338128289543,0.27964520119943803,0.01245570257292038,0.13180188303382331
E14001130,0.5675846203127578,0.006387171298498335,0.22808413981886835,0.01507488909812753,0.18286917947174794
E14001131,0.5234184784930161,0.028394771688522488,0.20611037546452524,0.021058476784417583,0.2210178975695186
E14001132,0.5605044612840502,0.012929546239255666,0.25705537080448493,0.01048538043577023,0.15902524123643896
E14001133,0.5702278481012658,0.013367088607594937,0.28056708860759494,0.008678481012658229,0.12715949367088608
E14001134,0.5641415436462874,0.017876112678120077,0.266209384959156,0.014038975786658851,0.13773398292977765
E14001135,0.5559195358130956,0.012450046111281894,0.3104730249000922,0.009644943129418998,0.11151245004611128
E14001136,0.5660601774463161,0.003546783249753547,0.3905104796193905,0.00824010972525824,0.03164244995928164
E14001137,0.5746794181862911,0.003884908310013633,0.2818352347858175,0.009994157261908422,0.12960628145596934
E14001138,0.5808757549176774,0.0072996380428097555,0.3713942913604146,0.007521450248530494,0.03290886543056774
E14001139,0.5497998044172187,0.0020849862538516893,0.3278779268225179,0.005470782515637397,0.1147664999907744
E14001140,0.5412757676076448,0.00492876558748559,0.3605931441505283,0.01052386643679863,0.08267845621754259
E14001141,0.5676026204180551,0.004600878521660103,0.29958724628900335,0.011132990003029385,0.11707626476825204
E14001142,0.5829963579272133,0.0017525763785564978,0.3160296842624118,0.008808521902640731,0.09041285952917766
E14001143,0.5346615599257094,0.003883374359065502,0.33990633692049305,0.007171357226008833,0.11437737156872328
E14001144,0.5837105826927365,0.003121395127909344,0.32266695101736154,0.009024903304607451,0.0814761678573852
E14001145,0.6076866140109246,0.002923236922730978,0.28647721842763585,0.009612952188211486,0.09329997845049705
E14001146,0.5278931926038242,0.004135242108579643,0.37921154717129746,0.010554713191422326,0.07820530492487643
E14001147,0.6021888598342201,0.003311559158783204,0.3453209082556766,0.009964966127192141,0.03921370662412794
E14001148,0.5153034966446339,0.007195115797971643,0.22734749482819516,0.21026287905545185,0.039891013673747415
E14001149,0.43564492082040535,0.0058266510859491475,0.1951243099488254,0.01677076197767659,0.34663335616714347
E14001150,0.5461491016891825,0.004367203199299656,0.417769244543483,0.007252143809315373,0.024462306758719483
E14001151,0.5512445231658432,0.003971287405612007,0.3029831266896616,0.011149436002610235,0.13065162673627295
E14001152,0.5718905545327918,0.0025715204114432656,0.3401225368438483,0.0311894255963687,0.054225962615547955
E14001153,0.5801908353331048,0.0028853845274825736,0.26212242410391196,0.006570677636841504,0.1482306783986592
E14001154,0.5250895665851101,0.0019114819993009437,0.442174938832576,0.004674938832576022,0.02614907375043691
E14001155,0.5735707691977415,0.006601404005925162,0.3613061119340504,0.010379768575170133,0.04814194628711277
E14001156,0.5362926777465088,0.0031858970955238146,0.39754685923644667,0.008665640099824776,0.05430892582169596
E14001157,0.5658790964828583,0.0019272009295910365,0.34238991809396047,0.005413167316939529,0.08439061717665064
E14001158,0.6184291833806387,0.005121545051791494,0.30159511515621235,0.012651996774159763,0.06220215963719771
E14001159,0.5515301886968444,0.00314339281217062,0.33041069313210647,0.008739937878349766,0.1061757874805287
E14001160,0.49384616671826237,0.00452647696182197,0.14264677582643764,0.014483052903722421,0.3444975275897556
E14001161,0.561469519741307,0.01571919038684179,0.29498183560221963,0.016008623098726495,0.11182083117090502
E14001162,0.595982232990107,0.006319402382394508,0.28673531193216234,0.014284272158287906,0.09667878053704826
E14001163,0.5686959290908126,0.030868849848734142,0.2994427047396635,0.016357942784353274,0.0846345735364365
E14001164,0.5970373528001279,0.02563009538018863,0.31839931795172377,0.01353439548143017,0.04539883838652955
E14001165,0.5631535483317425,0.002563250072393046,0.3899035831876535,0.007292929076264733,0.03708668933194625
E14001166,0.5614575831773009,0.004858610591002928,0.35125066013730855,0.00987085313745259,0.07256229295693505
E14001167,0.6050087833881357,0.0026485293455249764,0.21702626007837486,0.006810504031349939,0.16850592315661456
E14001168,0.5727660704075799,0.014875847423017235,0.3382953524462958,0.014702278853222249,0.05936045086988483
E14001169,0.6170062001771479,0.003303808680248007,0.17014171833480957,0.007342781222320638,0.20220549158547388
E14001170,0.5813962705348473,0.0033588966173235834,0.3679626657154747,0.010849533321443434,0.03643263381091096
E14001171,0.5621792251442067,0.0067220783939682975,0.38202298224099557,0.01016260162601626,0.0389131125948131
E14001172,0.45803085488535683,0.003908952250773039,0.10870054425284004,0.011251781532075912,0.41810786707895414
E14001173,0.5690944666818963,0.0037643646765526764,0.32968484619739574,0.01580238575302192,0.08165393669113338
E14001174,0.5125625070018026,0.0026581388953956144,0.4474635651651407,0.007404088034301194,0.029911700903359848
E14001175,0.5746942507715167,0.00696270049910466,0.13360574541852402,0.018297329218577362,0.2664399740922772
E14001176,0.5479903783074568,0.003175158539252132,0.3065471244259786,0.010540126831401707,0.1317472118959108
E14001177,0.6081073819733265,0.003009102535168886,0.34055517941773866,0.00908104157934896,0.03924729449441704
E14001178,0.5878249065337369,0.007677585899946591,0.36154753427096314,0.01197258322948193,0.03097739006587146
E14001179,0.5279910113130516,0.004219879750581091,0.29956857733444264,0.03542297432906485,0.13279755727285983
E14001180,0.5383997565140934,0.002984393229739098,0.2336196547234575,0.008902453458683485,0.21609374207402648
E14001181,0.5375890094322037,0.004520374305633225,0.28771949446370654,0.010187152816612609,0.15998396898184394
E14001182,0.517469436836128,0.005670051439641927,0.22778742734985638,0.009695036408577728,0.23937804796579598
E14001183,0.6255955093417291,0.0016777828410456108,0.33417912920999215,0.0137640333070964,0.024783545300136708
E14001184,0.5522389319290428,0.002633044711124614,0.2611946596452141,0.007240872955592688,0.17669249075902577
E14001185,0.5317431326709526,0.008657218001168906,0.33257232612507304,0.008520236703682058,0.11850708649912332
E14001186,0.6129176149294493,0.0025034137460172965,0.2130541647701411,0.0062903959945380065,0.16523441055985436
E14001187,0.6134820562560621,0.0036223994932599616,0.22597438587462143,0.00946178665452602,0.1474593717215305
E14001188,0.6043067981453667,0.0018121857245477699,0.10621693985502514,0.004938614249330634,0.2827254620257298
E14001189,0.5495851475264054,0.001073834512034497,0.2442889621557228,0.0030453275614728314,0.20200672824436447
E14001190,0.5790095429845196,0.0021058254322078294,0.3463415135235082,0.014792139621362315,0.05775097843840204
E14001191,0.5520479226769078,0.0018926517337057385,0.31160765145807684,0.004704066444938535,0.12974770768637106
E14001192,0.5474326491492774,0.006082690428065781,0.36552129890587487,0.012260274622560043,0.06870308689422192
E14001193,0.5489276788654901,0.0039424995640971,0.326481585524149,0.00918302109770037,0.11146521494856346
E14001194,0.5484107765130741,0.0021431524591408826,0.24683378755790308,0.007264780580001181,0.1953475028898808
E14001195,0.5720698533527371,0.004847195790887719,0.37828277174521435,0.009145863651628791,0.03565431545953207
E14001196,0.6938561159397946,0.0010695908574071577,0.21281003680934302,0.003623118580045867,0.08864113781340939
E14001197,0.5673856350678328,0.009329956598284644,0.31139083197604905,0.013820763154673923,0.09807281320315957
E14001198,0.5383538434100232,0.002603887997146424,0.30881041555198857,0.00826645264847512,0.1419654003923667
E14001199,0.5771747600798488,0.002690094687062993,0.3728343136522305,0.009361956510135893,0.03793887507072174
E14001200,0.5694891069452918,0.002067974315758998,0.37797400556285093,0.008799230713554538,0.041669682462543815
E14001201,0.5807022406037479,0.005201782249984011,0.32128466966550834,0.01058477412752894,0.08222653335323087
E14001202,0.577439509478627,0.00422997070066166,0.34716805401944234,0.009604749985447348,0.061557715815821645
E14001203,0.5446246470034515,0.010207483526827738,0.3620862096015061,0.008864135550674616,0.07421752431754
E14001204,0.5362706358873803,0.002376778870435842,0.3902373807896848,0.0033869098903710746,0.067728294562128
E14001205,0.6150944453262869,0.005387538632480229,0.13179394765590716,0.014640659576653376,0.23308340880867234
E14001206,0.5356084460085201,0.004167438414521208,0.3366641970735321,0.009168364511946657,0.1143915539914799
E14001207,0.5216386633943741,0.005006607513686993,0.11481215782518407,0.011100622994147631,0.34744194827260716
E14001208,0.5852797520273021,0.0024030182535458217,0.10952910235135728,0.005056513979773944,0.2977316133880209
E14001209,0.5773326287809643,0.002706121599333878,0.07363372884341324,0.006060751629277354,0.34026676914701126
E14001210,0.5695177554533931,0.006517585182662656,0.2574115065175852,0.009185159959891784,0.15736799288646727
E14001211,0.6047694685326693,9.551815918262213e-4,0.37002017686958016,0.006493088348931055,0.017762084656993218
E14001212,0.5853589657769225,0.004445234708392603,0.3288009371600703,0.010856832064262405,0.07053803029035227
E14001213,0.5944594955546229,0.0010226275422597017,0.05413820734918152,0.002068149730987904,0.34831151982294806
E14001214,0.5884256405740953,0.006482785946993044,0.3377872677643744,0.011930967685128115,0.05537333802940918
E14001215,0.5898433954843849,0.004981495860518116,0.3239787429285952,0.010668871701271593,0.07052749402523016
E14001216,0.5610141424139178,0.003940080324342844,0.3459657003635533,0.008317947351390449,0.0807621295467956
E14001217,0.5818695819783131,0.012721539632488855,0.32298081390176636,0.016754475273557584,0.06567358921387409
E14001218,0.586495222034851,0.0037942664418212477,0.3323897855938328,0.00906408094435076,0.06825664498514414
E14001219,0.5474598273115276,0.004061522726825718,0.329986428810259,0.010532423342446355,0.10795979780894126
E14001220,0.590450435042863,0.005173482694486606,0.33055775274173205,0.008797058383393548,0.06502127113752486
E14001221,0.6250630875023658,0.0012065484827455681,0.1087155384518327,0.00410857359157151,0.2609062519714844
E14001222,0.592899333655645,0.013431988733104912,0.3404662308452273,0.009196392911945852,0.04400605385407689
E14001223,0.5619090744430357,0.003015758014852382,0.2541477993117189,0.008395218257562035,0.172532149972831
E14001224,0.5503038807611715,0.0048734699295527595,0.327480112639733,0.012079378774805867,0.10526315789473684
E14001225,0.6191952894995093,0.0016329735034347399,0.16558979391560352,0.004686947988223749,0.20889499509322865
E14001226,0.5705960316532179,0.002485089463220676,0.3211710131368651,0.0059739601606049976,0.0997739055860913
E14001227,0.580485453095737,0.005117840123124849,0.2768269391236626,0.010754881418160915,0.12681488623931467
E14001228,0.548963981002816,0.0034568990879670493,0.3979111503383348,0.008941705543647292,0.0407262640272349
E14001229,0.5596988938200624,0.0017559587757188689,0.17239514258829805,0.005245649000881684,0.260904355815039
E14001230,0.5915167294913146,0.006557727431702483,0.2572960789647534,0.012892006373139548,0.13173745773908987
E14001231,0.5218789332913782,0.012527533039647577,0.3074948867212083,0.01441551290119572,0.14368313404657018
E14001232,0.5728838321675522,0.008085417229543795,0.34904385938578847,0.01272852811383627,0.0572583631032792
E14001233,0.5818253582705853,0.0057890049388713465,0.36347259331228243,0.01056594607724071,0.03834709740102016
E14001234,0.5953790109286891,0.005818653625430411,0.30511502569988525,0.012365886521283497,0.08132142322471181
E14001235,0.5672743055555556,0.003593346253229974,0.3614946705426357,0.00715641149870801,0.0604812661498708
E14001236,0.5462513048898635,0.0010589322058083559,0.1330424398999647,0.0035823451217772036,0.3160649778825862
E14001237,0.5488862596771038,0.01856699676731165,0.2977147595047559,0.010117289758806047,0.12471469429202262
E14001238,0.5811648668791526,0.0029415029415029415,0.12474033902605332,0.007635221920936207,0.28351806923235495
E14001239,0.5512664154888168,0.0038003353877648803,0.35651283838229847,0.009952740814948713,0.07846766992617113
E14001240,0.5550398095258898,0.033857209947466715,0.36206463450595777,0.010594030209368617,0.03844431581131705
E14001241,0.5788034336440687,0.00852984904554679,0.3480851248548515,0.010027456129879432,0.05455413632565358
E14001242,0.5887680594937629,0.004486959773159256,0.3516446992594439,0.018176341673677543,0.036923939799956375
E14001243,0.5630556781638186,0.00422473043697585,0.3919540954662967,0.011350022069487358,0.0294154738634214
E14001244,0.5896509491733006,0.0014288630332720963,0.32182077975096957,0.011604409063074098,0.07549499897938355
E14001245,0.5733223850179558,0.0028887723706730248,0.35826713229983875,0.008349739317972714,0.05717197099355962
E14001246,0.5640827656309559,0.0028930829904313233,0.3412762796516572,0.00665604566379639,0.08509182606315913
E14001247,0.5641834215934669,0.009471200374063482,0.3657557930906995,0.01140676141491687,0.049182823526853194
E14001248,0.5495425847184641,0.012747498174633854,0.3222007473263755,0.009345874672507838,0.10616329510801872
E14001249,0.5896766169154228,0.006498756218905472,0.30946310116086234,0.0136712271973466,0.08069029850746269
E14001250,0.58022900468067,0.002833546091060307,0.35353564659007386,0.008926153727128544,0.05447564891106727
E14001251,0.5638941664907466,0.0023925128421645203,0.2199440574203082,0.007802054746323271,0.20596720850045738
E14001252,0.5747153897291009,0.0073022270234336046,0.3624522187136447,0.016609190626558086,0.038920973907262756
E14001253,0.5428851775797364,0.004299139160605724,0.3727201917921847,0.011491346085760239,0.06860414538171299
E14001254,0.5540879326473339,0.00205799812909261,0.30822263797942,0.005088868101028999,0.1305425631431244
E14001255,0.5444881926409949,0.0018988578928262267,0.3913695047145663,0.007120717098098349,0.05512272765351428
E14001256,0.4994185580238993,0.002245569011147646,0.410748656668538,0.007227925254631486,0.08035929104178362
E14001257,0.5334309626993384,0.004802002537228291,0.1478914611199564,0.012728712399213289,0.30114686124426354
E14001258,0.554130298026264,0.00624164504206967,0.2640068412361406,0.012502948808681292,0.1631182668868444
E14001259,0.6426071026172516,0.003973612460973449,0.10293548470331221,0.01309915969277611,0.23738464052568656
E14001260,0.5740660121718271,0.004335658122695571,0.10661454400071077,0.01400204344542668,0.3009817422593399
E14001261,0.5579551811858091,0.003451660913898477,0.38986879466312,0.004222215185196914,0.04450214805197547
E14001262,0.6214864663890541,0.001933372992266508,0.2959176085663296,0.0073430993456276026,0.07331945270672219
E14001263,0.6025671081936467,0.006241941155784785,0.33227835736334155,0.011594967373891298,0.04731762591333568
E14001264,0.5282751025956484,0.004817908855488545,0.1283800641814287,0.014290261801725844,0.32423666256570854
E14001265,0.5291792506908736,0.004337745228052464,0.12176487196379224,0.013261351288917788,0.3314567808283639
E14001266,0.5932116478813517,0.0044670591367630096,0.3176542515950261,0.009348282696802058,0.0753187586900571
E14001267,0.5297336213102952,0.0023488120950323974,0.34230561555075595,0.006137508999280058,0.11947444204463643
E14001268,0.5922134163005318,0.006537871302739179,0.3034118858920726,0.015430217158233303,0.08240660934642309
E14001269,0.5980609199264691,0.004081753671601668,0.30521238955545454,0.01786879089166057,0.07477614595481409
E14001270,0.616604398762531,0.0012678985004987067,0.0817710006254966,0.0033134414146366205,0.297043260696837
E14001271,0.5734586614821894,0.0018782746235212707,0.09340297228721126,0.0043991168814050815,0.32686097472567305
E14001272,0.573577508717971,0.0013212328618770171,0.3927418830817215,0.0062379518724685395,0.02612142346596201
E14001273,0.5558194532221565,0.0032721045442498623,0.37808607367841635,0.008909094615808036,0.053913273939369226
E14001274,0.5762137821154966,0.0035776639285612067,0.328191037713348,0.008843985231403303,0.08317353101119093
E14001275,0.5827166991210989,0.00449450028945845,0.36733856112836166,0.009041629387926952,0.036408610073154046
E14001276,0.577128164556962,0.001194620253164557,0.12174050632911393,0.0029193037974683546,0.29701740506329116
E14001277,0.5790682901005824,0.004393859184753838,0.36726310217046054,0.009602964531498148,0.03967178401270514
E14001278,0.5612705235439901,0.003068850681536555,0.3144845879801735,0.0078125,0.11336353779429988
E14001279,0.5797673992114192,0.0013601491579301281,0.10797139101995905,0.004240914509276523,0.3066601461014152
E14001280,0.576127928098193,0.009103222351718272,0.31781480664839723,0.013975073760250312,0.08297896914144119
E14001281,0.5391990215791547,0.03443129288364669,0.32671379117348315,0.01231317758752928,0.08734271677618623
E14001282,0.5691473244045815,0.003474536896753732,0.3765630365836414,0.008413631497080985,0.04240147061794235
E14001283,0.5535373029838603,0.0042099487237706006,0.3306370740383342,0.01039715426387391,0.10121851999016102
E14001284,0.5927786380632247,0.003229217811685614,0.25771424255013786,0.0073365562563734565,0.13894134531857838
E14001285,0.6322551915891911,0.0027695716395864105,0.3144169780172039,0.01801850725519159,0.032539751498827006
E14001286,0.5874912648497554,0.00215633423180593,0.3180393331336728,0.007197763801537386,0.08511530398322852
E14001287,0.5826047749441897,0.004321863349938966,0.36258563997668614,0.009765431691465145,0.04072229003772008
E14001288,0.5387909601079753,0.004911661135973858,0.4026141403070803,0.009417399864015994,0.04426583858495448
E14001289,0.5925280602941773,0.0053385469427448436,0.319522671096884,0.012419465942704324,0.07019125572348961
E14001290,0.5456431926653964,0.0047916391556150845,0.121300156577185,0.012479012997792827,0.31578599860401063
