ons_code,pc_ns_prof_man,pc_ns_inter,pc_ns_routine,pc_never_worked
E14001204,0.2358001296564105,0.21060439834438738,0.37776143220465763,0.11551887498129956
E14001205,0.4559255462513966,0.1775533005448116,0.19523376219491126,0.08484317948836084
E14001206,0.34417983271375463,0.2451556691449814,0.2988847583643123,0.06141960966542751
E14001207,0.4228946409041196,0.1958075100255195,0.17815348158950053,0.0965366387167335
E14001208,0.2886028139491195,0.24155864701054983,0.2555097440156616,0.1204876457153027
E14001209,0.28679514488967484,0.19198384309312327,0.2784956392427957,0.15112937582894578
E14001210,0.40192612168613023,0.21113531659583587,0.22183731533397616,0.06174779472161709
E14001211,0.21629905171058836,0.1879682506417981,0.399512757374129,0.14246607638706973
E14001212,0.4180651089189776,0.2702492311226248,0.2175699646507829,0.04559666160462475
E14001213,0.19163974151857835,0.21213651050080776,0.2735965266558966,0.18746970920840064
E14001214,0.4332621922929067,0.2467621989209539,0.22184074128080386,0.04664819650834471
E14001215,0.4299218141136838,0.26570631269326495,0.1933529426553033,0.05818689192246776
E14001216,0.2755185653415742,0.24235613616144588,0.32901390644753475,0.10099733108582666
E14001217,0.3879170157197063,0.24843542108116098,0.2631326073030109,0.049820135021928745
E14001218,0.3430154342880904,0.2639116503192036,0.27763373529339824,0.06415869676882811
E14001219,0.3111484209655107,0.2427965049599773,0.30501200089858943,0.08107405086489235
E14001220,0.38823172581134363,0.234930305547863,0.276404109137424,0.052577441943268584
E14001221,0.26347074575996104,0.22869836890367606,0.26488071086586057,0.14633206199789012
E14001222,0.2854613595244249,0.20215818040837424,0.3743473765830964,0.08548720599638149
E14001223,0.38196470910085717,0.23310687579792086,0.22337224147364582,0.0885464161955134
E14001224,0.39665740105372116,0.2390411835172887,0.2675940033263163,0.05191844709877764
E14001225,0.2834485312268576,0.22102567267341397,0.27068419320332426,0.1293096354809512
E14001226,0.3839918215166276,0.27325756209032415,0.20972998977689578,0.0749413674905286
E14001227,0.4567501647227456,0.24172051462853575,0.18045521275243037,0.0569189332901779
E14001228,0.28438884080843047,0.2127093621137301,0.3819808583210304,0.07582853942880416
E14001229,0.26427826691380907,0.21356580166821132,0.3046995675007723,0.12178521779425394
E14001230,0.5017602348638461,0.23405525769092017,0.1569656785301106,0.05120230883102989
E14001231,0.2850739986576723,0.1745936046048665,0.2489107807114337,0.05117908698965953
E14001232,0.3757555161783625,0.2540112144088162,0.27403694443770177,0.05115663761924412
E14001233,0.3687493954927943,0.24578053970403327,0.2827280201179998,0.06156301383112487
E14001234,0.44016252154641716,0.24370844619551835,0.2043215956660921,0.04844865796601822
E14001235,0.3489965675343873,0.2525994037030541,0.28231403302182245,0.06857414877358255
E14001236,0.23085398921135586,0.2203144611905834,0.33191848154145387,0.13149498414280103
E14001237,0.38340913015946115,0.21322894479304588,0.248287375510909,0.045178746186172354
E14001238,0.42773792634923175,0.2278158530980878,0.15781165704238015,0.10210402221911404
E14001239,0.3009436667448711,0.24616146607231304,0.31400380594875005,0.09418419749224473
E14001240,0.3120559993754716,0.2555882276405839,0.3103775794321996,0.06832079939628927
E14001241,0.3373493975903614,0.2482060840045264,0.3131997603674366,0.051600878652732475
E14001242,0.3828408217071295,0.25500750668277855,0.24602389932500884,0.07016002050606027
E14001243,0.32281304902865376,0.2361186597065106,0.3156843661918425,0.07954042746818003
E14001244,0.2950520833333333,0.19066220238095238,0.32782738095238095,0.11488095238095238
E14001245,0.3449476092978441,0.23407202216066483,0.3002288329519451,0.06979405034324943
E14001246,0.2985561985988425,0.24371611331099605,0.307852573865367,0.07914712153518123
E14001247,0.33877800301470973,0.26703570871666926,0.29298560216227454,0.052835386454597434
E14001248,0.28419143146774795,0.21469348556794537,0.3545963826495225,0.07871738782478792
E14001249,0.455560945718225,0.24641270489710462,0.19428841341980288,0.04650717459020579
E14001250,0.3503289282179659,0.227455318158002,0.3112301333178087,0.06558770448856029
E14001251,0.21950684551982083,0.20422275067531687,0.3258605961258744,0.1551497241013091
E14001252,0.32819294673604305,0.22767262398511928,0.3291858331448106,0.068484025840183
E14001253,0.3232940133474524,0.23290319403058585,0.3312359937941734,0.06587534168985643
E14001254,0.2911004671515582,0.24044704630122404,0.3222872686417125,0.08817929158535864
E14001255,0.19399937348447055,0.17232657702080265,0.4594679258855333,0.11868988641505493
E14001256,0.22233102431122234,0.21945381351321946,0.40853975507440854,0.1015002599161015
E14001257,0.4466886896334749,0.16716480520161503,0.19882544177022704,0.08975932043416705
E14001258,0.4140578923777395,0.19531010403642454,0.17151855434192834,0.04389110382410531
E14001259,0.39505967249514296,0.19490424646128227,0.19434915348320844,0.12355259505967249
E14001260,0.42536492489951344,0.16194203511741062,0.19850856780198858,0.1152528030463296
E14001261,0.2839351125065411,0.2240842490842491,0.3399921507064364,0.09411302982731554
E14001262,0.2727112448430282,0.21522349816053316,0.33366635715041315,0.11568072027174743
E14001263,0.4282256607863207,0.24024324161599134,0.23688361731591306,0.046035282075982904
E14001264,0.471953598193204,0.18092598295862847,0.16597885227389386,0.08676727235396776
E14001265,0.5358945424702503,0.16611612638489948,0.12504103405826836,0.08511489536315142
E14001266,0.3677808627507542,0.22776716066298874,0.26609694828062835,0.06500078125939014
E14001267,0.29695653656817383,0.24699007492127015,0.3261519571618595,0.07477347400493412
E14001268,0.5210746890182051,0.22690993540120655,0.15587795632908014,0.039079600662004166
E14001269,0.418026556450272,0.22624052827858143,0.24459013278225136,0.052198389510439674
E14001270,0.3108490075859919,0.28618933804426894,0.20193286916761924,0.11238698950431258
E14001271,0.34295509155688125,0.23673253790703455,0.2094622586792609,0.11375217499378573
E14001272,0.23996465200974748,0.18529577163055994,0.3729748547251158,0.14100366869292771
E14001273,0.32677844223502217,0.24437759107752138,0.28623839747587776,0.0662215210771545
E14001274,0.294192908847803,0.26129604868827516,0.30402508183872007,0.09087555903914427
E14001275,0.3127931796975855,0.23819931745849152,0.3223666551631581,0.08136815061927222
E14001276,0.23193046191106595,0.2142278049731638,0.3169442648522726,0.14050265283293822
E14001277,0.371430412371134,0.24856958762886597,0.2636984536082474,0.06980670103092783
E14001278,0.3551070619473338,0.25155294633504666,0.2752429904265426,0.06596672431853061
E14001279,0.3375329198059058,0.24580121742989167,0.20158979751304734,0.10787084824572404
E14001280,0.4582576900457695,0.24952057071262368,0.1975632207420287,0.04486179651742565
E14001281,0.3096776607953695,0.24071902599670675,0.3376578015069108,0.06530362756349484
E14001282,0.3143792974723938,0.2617679997109931,0.29740014209505916,0.07835699577327408
E14001283,0.4413447866602428,0.24103690995193833,0.21807541804251518,0.04830844075723569
E14001284,0.394163850257304,0.2677021632379091,0.2012741553715894,0.06687549311697029
E14001285,0.3885896180215475,0.24238362802206298,0.2510052064539409,0.07135677096757564
E14001286,0.26469619001749095,0.22205886080762505,0.33800603310603566,0.1122715404699739
E14001287,0.3567624007084231,0.226285668970804,0.3100408400629122,0.06013666221699422
E14001288,0.34169252087753077,0.23213606877015708,0.32010987528664453,0.060333304719977436
E14001289,0.44668840147661393,0.23718428497126692,0.21966535158380798,0.04708926917758693
E14001290,0.37263204080513357,0.14968463774474852,0.1594252180112982,0.10742061098009105
E14001291,0.3452810098651717,0.280830265166579,0.28335749381021413,0.05244320149837719
E14001292,0.34008706525262816,0.2759459083962395,0.2461098504144862,0.07868290649747603
E14001293,0.4968492486669898,0.19786481917170118,0.15484198952508188,0.07852641783809985
E14001294,0.43114942392630046,0.25071343145729474,0.2221169672354383,0.045706978010917575
E14001295,0.2420091324200913,0.20814408391167957,0.36761018858326366,0.13080920024708403
E14001296,0.4250209867930998,0.23729855634510563,0.2034004516594346,0.06718138501010913
E14001297,0.2528893657925916,0.18508707218384637,0.31551650906489614,0.12898754834238704
E14001298,0.39773047407624434,0.2313135979986703,0.27243326083771874,0.05390969225048174
E14001299,0.2490371416767728,0.21377453789463866,0.35982248757279744,0.11377053986699895
E14001300,0.319155031192972,0.2549123626023851,0.2036773755464075,0.12096295038832067
E14001301,0.255516238586216,0.23358347060378662,0.2357797978565473,0.1564374758505684
E14001302,0.2861815297351922,0.2099555574873138,0.35632246357126557,0.08378880570255029
E14001303,0.28389080094897584,0.2628395763023357,0.33309386173021016,0.08129782470678651
E14001304,0.3049686945458198,0.25533197174138683,0.3275521478554927,0.06952489369538287
E14001305,0.4645537767365179,0.16113497331771443,0.17789275022777562,0.1032691223046553
E14001306,0.45726564706831846,0.15200153343287195,0.1677192203704451,0.09850288527500908
E14001307,0.24027779590877643,0.19213346735767528,0.38505019385663747,0.12934219286450924
E14001308,0.32464250415983786,0.2234552301359923,0.29411617520111094,0.09588269882773892
E14001309,0.4472868018352857,0.22892369210263244,0.19778022710378593,0.045151616127957345
E14001310,0.4643576881134133,0.17272846237731734,0.14172300981461286,0.10374700109051255
E14001311,0.31421137405525956,0.22851736294927968,0.34498372399499894,0.06256969396605129
E14001312,0.4295455032005309,0.21209137034103318,0.18518122069748025,0.06748945644494873
E14001313,0.18822062185921967,0.1732793720273393,0.45573257363639696,0.12651154829007055
E14001314,0.23497203603295905,0.17091107031550185,0.3741941681253469,0.10744780771037014
E14001315,0.26122093023255816,0.19727906976744186,0.38677906976744186,0.09941860465116278
E14001316,0.36651807825656263,0.25037816419688635,0.2723317671311728,0.06391978903123034
E14001317,0.2260614543757915,0.2150769846030794,0.3656468706258748,0.13729254149170167
E14001318,0.3037669145434597,0.19439229550164575,0.253809581860295,0.06654882360112153
E14001319,0.23577784337705057,0.11432547547758613,0.15269050731666176,0.06309830051026863
E14001320,0.26149110807113546,0.21333789329685363,0.3369357045143639,0.11744186046511627
E14001321,0.4341684642773605,0.20326428775632197,0.20086025417782052,0.08963796553785379
E14001322,0.4474225436210443,0.22564851058183508,0.21357394015789824,0.05523784249983414
E14001323,0.23410128684101286,0.1758198422581984,0.3705271897052719,0.12718970527189705
E14001324,0.3298082853618421,0.23333418996710525,0.3113049958881579,0.07488692434210527
E14001325,0.31235229339635484,0.21211596283052253,0.32687858053180563,0.08945916183075762
E14001326,0.1695810845540992,0.16805962477512207,0.41833975841685944,0.15562066306861988
E14001327,0.20484698390235273,0.14369257343836173,0.2847316885360194,0.1298633729097512
E14001328,0.19374001392928838,0.16866729485026016,0.3952640419517391,0.11756933917817199
E14001329,0.27585266030013644,0.22602319236016372,0.35152341973624374,0.09575943610732152
E14001330,0.37402186998394865,0.2670545746388443,0.24838232343499198,0.061108045746388444
E14001331,0.3476031648370627,0.20935202875554548,0.2519564349168313,0.10903144328227712
E14001332,0.4188163728219404,0.1684297350242293,0.21256830601092896,0.09120527889473141
E14001333,0.4885243018479203,0.1903822720249237,0.1761868271296308,0.07528610730751353
E14001334,0.37776839438403886,0.22654913966008655,0.20874063126781378,0.10372638023857278
E14001335,0.3852048482420114,0.2273489932885906,0.2788114795151758,0.06131673845537414
E14001336,0.24591698635433945,0.1818912620964049,0.3290425650992643,0.07557518341762234
E14001337,0.33112669422785074,0.20223454916531478,0.2972290543722853,0.10758019781254906
E14001338,0.19532412746286604,0.13633361916871187,0.25667031353184105,0.13828518485663877
E14001339,0.21091814457772218,0.214658915299139,0.37063065714916477,0.13774621630240144
E14001340,0.2903296424744501,0.16961436093604176,0.22558790658017536,0.11224666152020371
E14001341,0.2457169589460242,0.21697791151964194,0.33666283142203285,0.1315193890581735
E14001342,0.29780637888111233,0.17365775752736154,0.2618018695100756,0.06376532481563249
E14001343,0.2771980124646168,0.25135762273273965,0.3455954709462661,0.08813917607182341
E14001344,0.249218293209955,0.2213819050766454,0.3993187075781071,0.08640719932887612
E14001345,0.2541614906832298,0.22834556747600226,0.3044607566346697,0.1228119706380576
E14001346,0.2265212950030228,0.2135233171423211,0.3188726052242073,0.13074068669348954
E14001347,0.424320454202884,0.23573079435261016,0.23654725418278652,0.058232427272270515
E14001348,0.4660551990649078,0.23481071539323967,0.1864817156079292,0.05925431168149615
E14001349,0.3598391549908923,0.24308904902106795,0.2800009164957784,0.0650368316740941
E14001350,0.2768484561694073,0.21631373476872118,0.3630308766118538,0.09139950313498166
E14001351,0.36518028846153844,0.2721875,0.25830528846153844,0.061983173076923075
E14001352,0.299132215385533,0.16551525332750172,0.25963956620709533,0.11673840220276141
E14001353,0.2045507032805094,0.1290099086120245,0.1927395497685058,0.13204517711231592
E14001354,0.4352884652841802,0.1608211813896716,0.15431561724948384,0.07761228915349755
E14001355,0.23894052044609665,0.1991171003717472,0.42336198884758364,0.09460966542750929
E14001356,0.38047146754942907,0.24170793839628618,0.2836563950706684,0.05141401471558067
E14001357,0.33144592577340815,0.2381865444999228,0.3212024501981778,0.06053430792196428
E14001358,0.3799937362981522,0.21612276855621673,0.2643783275916066,0.08248042593172565
E14001359,0.41952754720766355,0.24698447726759787,0.22477869448554305,0.04629234897309226
E14001360,0.46517516871146225,0.2569478735392056,0.18647522821944518,0.04270647370886669
E14001361,0.33023662995047887,0.2118040583800452,0.33637777168019023,0.07446461003750017
E14001362,0.3933170711764626,0.22103814338861558,0.28124446382578594,0.054223845409574686
E14001363,0.37635276607552787,0.25204964556898163,0.2723442900027749,0.050856436517746774
E14001364,0.36278249951709485,0.24124734402163414,0.2815940699246668,0.06152211705621016
E14001365,0.3011432832111346,0.2568162047968187,0.33577730831365726,0.06494345718901454
E14001366,0.45073966367429513,0.2451131622202554,0.20939436085472246,0.04388671134150967
E14001367,0.18367604390059292,0.16718465084807962,0.3636593002052823,0.17024668279872013
E14001368,0.27660755345296933,0.195958981948886,0.35785078098157885,0.11519147923989745
E14001369,0.36369939131941964,0.20345428778254707,0.2847952202771179,0.06909595130555357
E14001370,0.38121176886911684,0.22991759769475759,0.2691471614175219,0.0628507153328952
E14001371,0.3175438596491228,0.2469449485783424,0.25711837063924176,0.09781205888283928
E14001372,0.31806538180043914,0.24316906562576238,0.3178214198585021,0.07157843376433276
E14001373,0.35135456745071597,0.2452368675049251,0.30194491822352676,0.060079594885830256
E14001374,0.37075485891701887,0.2685021815545799,0.26415274985296733,0.05750003419364545
E14001375,0.3550566945367083,0.22711029664414156,0.29475432367426413,0.06928186920169511
E14001376,0.4021200788396422,0.23198312023045434,0.2681053216758478,0.05096780714610603
E14001377,0.20590796373066803,0.16620288867435212,0.2995627236072463,0.14104529880553504
E14001378,0.2482970912759076,0.1751994093116609,0.31670462463211974,0.11979117919279526
E14001379,0.39163723342424106,0.168037734161935,0.1919121920686726,0.07319935619439352
E14001380,0.28541766079005404,0.20018313364887347,0.33423180592991913,0.07289235094597557
E14001381,0.330530220268794,0.2546429206575036,0.31352099794212546,0.060351617082899316
E14001382,0.2658159597411934,0.19319348875423642,0.3838194515764609,0.10534558899044881
E14001383,0.2479962788034922,0.1939435141453175,0.42254663422546634,0.09096655693907733
E14001384,0.40992703852460965,0.2506476222164128,0.24073721985883023,0.04984908619911115
E14001385,0.2775001819196158,0.2864627549906615,0.3301719746767895,0.06397506488466297
E14001386,0.4092095426705313,0.26516453106351723,0.23438299211772268,0.04707070442115755
E14001387,0.2947817940700546,0.2741474334797367,0.32649982358595014,0.061842249339968125
E14001388,0.3504692067073483,0.27053740833803397,0.28195989949233374,0.050907645761755806
E14001389,0.2796006249761823,0.20758863356325344,0.3532512734524853,0.10783379698436289
E14001390,0.24128866465484722,0.22974820822331196,0.4013697661259902,0.0879149377593361
E14001391,0.3170472787530423,0.2313707213505256,0.3339288488426286,0.07429703277924499
E14001392,0.4884767137431321,0.23806187543788487,0.1824673967820839,0.04137320697665843
E14001393,0.4106630835122911,0.24350653245833984,0.24530610775856898,0.053795304308183266
E14001394,0.37092820949163735,0.2544607139682257,0.2667284711021932,0.04651842068501327
E14001395,0.34898404614665074,0.2758925323494258,0.27491815205529285,0.058527776334251415
E14001396,0.2990192834548751,0.2719139192927194,0.32648199372659054,0.0692457350080072
E14001397,0.32691475000636766,0.2310817350551438,0.3164972873844273,0.09036957795267568
E14001398,0.31387060428156316,0.2475241653323845,0.3257308901144518,0.06349997034928542
E14001399,0.4357592325149577,0.24141221374045801,0.23223127707860533,0.04341603053435115
E14001400,0.2789887114394215,0.22519898038807679,0.3670212765957447,0.08037247047807314
