"","ons_code","pc_no_ed","pc_elem_ed","pc_losec_ed","pc_upsec_ed","pc_degree","pc_other_ed"
"51","E14001113",0.24307610224572,0.114480768298007,0.146929718193724,0.175983411747587,0.239668719988359,0.0798612795266043
"52","E14001114",0.291163329472116,0.124803491643224,0.146160847261294,0.144071653152408,0.180849743504882,0.112950934966076
"53","E14001115",0.151072533399812,0.0937461047717255,0.137168693129667,0.182800938254258,0.349816995093429,0.0853947353511088
"54","E14001116",0.15802847754655,0.0946549835706462,0.127086527929901,0.228181818181818,0.307809419496166,0.0842387732749179
"55","E14001117",0.13555721985537,0.111664968262348,0.153286105415659,0.178246510086066,0.341956316222421,0.0792888801581358
"56","E14001118",0.288932675770795,0.120286108042233,0.141163338990194,0.148589391678721,0.219000216403376,0.0820282691146824
"57","E14001119",0.254572038062367,0.120778504829702,0.145897749334867,0.162100620790489,0.226300903621677,0.0903501833608974
"58","E14001120",0.29026775268746,0.113027834801227,0.12666931549787,0.142915480211024,0.252941306315255,0.0741783104871642
"59","E14001121",0.179555377717103,0.124489531722588,0.169422508855963,0.181238304833414,0.25847642136729,0.0868178555036424
"60","E14001122",0.223208724189545,0.0892965053038684,0.0975056478528862,0.127227764194007,0.385978449838699,0.0767829086209942
"61","E14001123",0.224993599824452,0.0934882785356398,0.0944483048677907,0.123102805105511,0.386689463482427,0.0772775481841788
"62","E14001124",0.168040149976566,0.0849476644274332,0.0977288704889861,0.12462896422434,0.448992344946102,0.0756620059365724
"63","E14001125",0.164594722783894,0.100876207593799,0.156019870690731,0.170124067001173,0.331411168526424,0.0769739634039791
"64","E14001126",0.208000490075962,0.118610634648371,0.157130605243813,0.18043371722617,0.234648370497427,0.101176182308258
"65","E14001127",0.219959861802662,0.106937811198049,0.144929377095824,0.163817193374657,0.259120008129255,0.105235748399553
"66","E14001128",0.200413386345085,0.10879696674478,0.150570051870771,0.178111587982833,0.26106532557466,0.101042681481872
"67","E14001129",0.174566759173605,0.0907431390687635,0.120209682392846,0.196780758556892,0.345963613937712,0.0717360468701819
"68","E14001130",0.0916581192727765,0.056886193798537,0.0969330823593061,0.230249884469291,0.477327802887704,0.0469449172123849
"69","E14001131",0.0482417451424484,0.0292049111932292,0.061342233877697,0.271128859220408,0.562891882226725,0.0271903683394922
"70","E14001132",0.177244782124914,0.0912411630494644,0.120542186955593,0.163555235858069,0.37384375035123,0.0735728816607285
"71","E14001133",0.18036082152444,0.100805293713715,0.130382670578688,0.1847181472002,0.320194768712154,0.0835382982708034
"72","E14001134",0.141756881098704,0.075689245833854,0.11264213742886,0.177789642285104,0.430575592688939,0.0615465006645386
"73","E14001135",0.195444902629133,0.0973947035968822,0.127023097275523,0.152480156365457,0.351655423926775,0.0760017162062308
"74","E14001136",0.179441352193229,0.110886993821171,0.158389930041362,0.180500944696931,0.274000408517592,0.0967803707297145
"75","E14001137",0.129897513226161,0.0861936770005367,0.136810897845478,0.15649040304649,0.424297799473509,0.0663097094078258
"76","E14001138",0.15690312079999,0.0906893873071849,0.14091071626737,0.166163179245632,0.366185373793171,0.0791482225866512
"77","E14001139",0.204800441419901,0.116596928453191,0.149266599227515,0.166624517196984,0.277669210961928,0.0850423027404819
"78","E14001140",0.173766588998075,0.0943293485969,0.122593962111235,0.17992098065039,0.346216188835984,0.0831729308074157
"79","E14001141",0.158497672856389,0.107108584041073,0.146550069574397,0.163103977736193,0.347955952209587,0.0767837435823617
"80","E14001142",0.247337633118344,0.109471449504448,0.136897001303781,0.165476341567537,0.245987700614969,0.0948298738909208
"81","E14001143",0.207739509105305,0.109736517990675,0.145739861001144,0.170460543679071,0.274907627342307,0.0914159408814991
"82","E14001144",0.191402116402116,0.100444925444925,0.145779220779221,0.167712842712843,0.307178932178932,0.0874819624819625
"83","E14001145",0.186539691735767,0.0957622720305126,0.146733292295808,0.159116969016668,0.334395481044284,0.0774522938769598
"84","E14001146",0.174541925098243,0.108387386960845,0.142914634723735,0.172328488234459,0.312449694616732,0.0893778703659865
"85","E14001147",0.158813070933726,0.0911409478266201,0.135099012936055,0.175721905462571,0.356103243210104,0.0831218196309239
"86","E14001148",0.170740077954551,0.099906846762925,0.151190155173682,0.19308459784767,0.292010884220332,0.0930674380408403
"87","E14001149",0.0934008248968879,0.0470191226096738,0.0664135733033371,0.190157480314961,0.557058492688414,0.0459505061867267
"88","E14001150",0.219864691190378,0.119134799582919,0.158575620165377,0.188183515604161,0.227309100608647,0.0869322728485172
"89","E14001151",0.140350877192982,0.0767296840348681,0.11478163493841,0.237281250686165,0.363381858902576,0.0674746942449992
"90","E14001152",0.202185984808462,0.106669484262553,0.146397586259524,0.175383603939938,0.273072001314878,0.0962913394146445
"91","E14001153",0.161033893581183,0.0989542309416769,0.135816681410031,0.158707269488506,0.373907880227331,0.0715800443512718
"92","E14001154",0.239674091596031,0.13611932452855,0.169143833366187,0.169853472632893,0.185045009527564,0.100164268348775
"93","E14001155",0.154272487622967,0.098064682054909,0.145039542210506,0.168893461068604,0.350491866520928,0.0832379605220858
"94","E14001156",0.17862705471958,0.104972517924492,0.149046816069613,0.176606124576828,0.298608518799799,0.0921389679096889
"95","E14001157",0.201259143782228,0.122232881640484,0.163364911859935,0.176400047967382,0.244885477875045,0.0918575368749251
"96","E14001158",0.12628352688617,0.0781108553397305,0.129568321133901,0.153493003646898,0.440731448671857,0.0718128443214443
"97","E14001159",0.144172661870504,0.0996604316546763,0.145588489208633,0.172592805755396,0.361669064748201,0.0763165467625899
"98","E14001160",0.104313332744214,0.0428584052549412,0.0698498728484884,0.129782909658606,0.605840132748142,0.0473553467456086
"99","E14001161",0.126980117634323,0.0764863662059924,0.12391296503446,0.15929948640229,0.447659942987046,0.0656611217358881
"100","E14001162",0.117728759201505,0.0759605550575134,0.126314726196038,0.143777067892271,0.473187792775161,0.0630310988775111
"101","E14001163",0.145591712644972,0.0805339739018379,0.12134519385955,0.185952532872925,0.392723542143653,0.0738530445770621
"102","E14001164",0.130379453956502,0.077998868836444,0.132898863694792,0.158967042007301,0.428621008792226,0.0711347627127359
"103","E14001165",0.1987717872302,0.108513630323438,0.150985021480822,0.179290681322651,0.274373959825057,0.0880649198178323
"104","E14001166",0.16454475308642,0.0944308278867102,0.136812363834423,0.181327160493827,0.338904774872912,0.0839801198257081
"105","E14001167",0.178201683883949,0.0879261698946729,0.123762097997999,0.144793786041074,0.393824260069019,0.0714920021132856
"106","E14001168",0.140293880587761,0.108897017794036,0.153847107694215,0.187079174158348,0.330894661789324,0.0789881579763159
"107","E14001169",0.142209210774366,0.0716923384011444,0.108187231777504,0.13057653281879,0.486332435099859,0.0610022511283365
"108","E14001170",0.160709715943018,0.0936132876762408,0.140785513215779,0.180633918670257,0.335896467262159,0.0883610972325465
"109","E14001171",0.175860337262779,0.107310884389702,0.149918063117831,0.166265792673257,0.294338425754612,0.106306496801818
"110","E14001172",0.104566008291578,0.0404237917516663,0.0602972558826018,0.121713216699726,0.622028146240117,0.0509715811343104
"111","E14001173",0.158042672799285,0.0710593865059177,0.114823977606653,0.25903341579846,0.32781630021952,0.069224247070165
"112","E14001174",0.289567698467883,0.129942215934975,0.149075694727504,0.147301412232959,0.181528280624356,0.102584698012324
"113","E14001175",0.117835697935442,0.0549811458460041,0.0707169001780363,0.111333502891707,0.60293483429355,0.0421979188552598
"114","E14001176",0.151159352033384,0.101981358364092,0.146953483532491,0.193951873473456,0.332931731306338,0.0730222012902378
"115","E14001177",0.147932026968419,0.0849005769559332,0.12586576246238,0.17896147932027,0.371591162980194,0.0907489913128047
"116","E14001178",0.142400172036074,0.0847815276265742,0.137669180006183,0.17812453798906,0.374608550730481,0.0824160316116286
"117","E14001179",0.205024554480925,0.115770624691729,0.152591623598036,0.165726662520641,0.268834037442903,0.0920524972657674
"118","E14001180",0.242355779776267,0.115398113621408,0.138188199166484,0.1513160780873,0.261767931563939,0.0909738977846019
"119","E14001181",0.19383718509265,0.1052467207995,0.133400421033151,0.17868461840979,0.296400397899461,0.0924306567654475
"120","E14001182",0.149289075647188,0.079819019115854,0.108679222467426,0.234589921097978,0.354686256134305,0.0729365055372492
"121","E14001183",0.174485111506911,0.102726839425031,0.15047788676216,0.185447658229436,0.289541680254873,0.0973208238215889
"122","E14001184",0.178289354152639,0.132771169322518,0.163048938194021,0.16413906612374,0.275449677771009,0.0863017944360725
"123","E14001185",0.192783988218756,0.102260303010019,0.141218733962559,0.16947809982819,0.292467144164045,0.101791730816431
"124","E14001186",0.176416714367487,0.101316542644533,0.13480251860332,0.151768746422438,0.365506582713223,0.0701888952489983
"125","E14001187",0.120664561645863,0.0793823079579654,0.126868617100005,0.151684838916572,0.461011890078445,0.0603877843011495
"126","E14001188",0.17989042525437,0.0947456300547874,0.115992695016958,0.141288807722411,0.396858857291938,0.0712235846595356
"127","E14001189",0.230205165922039,0.110300009879579,0.136985850247538,0.143462463088795,0.298527942742352,0.0805185681196966
"128","E14001190",0.19888939256573,0.09579933514657,0.145210033242672,0.183703535811423,0.279591014405158,0.0968066888284477
"129","E14001191",0.161072072927547,0.110162852530624,0.152181654163897,0.16599800588738,0.328399487228183,0.0821859272623682
"130","E14001192",0.152349109356085,0.107177033492823,0.147898772121981,0.170876808670087,0.338075747967948,0.0836225283910763
"131","E14001193",0.170276254869688,0.0938295579685261,0.129897810564706,0.192206131366118,0.326224674663414,0.087565570567548
"132","E14001194",0.249934688901467,0.115045500065311,0.133942177907432,0.152044237384073,0.254288762136979,0.0947446336047372
"133","E14001195",0.151734811307028,0.0868926837656583,0.134261035198878,0.161853992777682,0.390309395626926,0.074948081323827
"134","E14001196",0.278293065578914,0.111164104173204,0.144248509570129,0.159171634766238,0.225742077188579,0.0813806087229369
"135","E14001197",0.127891012778541,0.0924772063223853,0.127233897748208,0.164173149810493,0.416446650473475,0.071778082866899
"136","E14001198",0.242254384620437,0.114054870705699,0.14200477326969,0.158798800113858,0.244487749337654,0.0983994219526614
"137","E14001199",0.214779853882459,0.10835973362643,0.155143208120515,0.178237537984095,0.248128273097563,0.0953513932889377
"138","E14001200",0.254208968930157,0.117264425284424,0.156254782919239,0.16823121269323,0.210295393092189,0.0937452170807612
"139","E14001201",0.130373328837999,0.0933257258451444,0.144079774887509,0.16281753698925,0.395360296692039,0.0740433367480581
"140","E14001202",0.198900502559989,0.113925394615766,0.156701979567279,0.180744638180403,0.259325673029281,0.0904018120472831
"141","E14001203",0.182732320314987,0.104657605300074,0.139162314774429,0.167548833535701,0.31907720237183,0.0868217237029789
"142","E14001204",0.2582531292076,0.112526803969481,0.147347030369521,0.164825711863562,0.227422330823318,0.0896249937665187
"143","E14001205",0.126400903028139,0.061092617975328,0.0864096568723436,0.117071148020595,0.563114064893629,0.0459116092099656
"144","E14001206",0.167166190376618,0.113380265328408,0.147405961757394,0.175541925141145,0.308508166631816,0.0879974907646198
"145","E14001207",0.129364478996728,0.0552583370548938,0.0759289470566254,0.129938662607887,0.549028900575095,0.0604806737087704
"146","E14001208",0.192714976418592,0.0906672994591602,0.107307764561643,0.135951512275186,0.390363756809935,0.0829946904754842
"147","E14001209",0.218954412547853,0.0967916963917888,0.0967414567486913,0.120002411502869,0.385106960200155,0.0824030626086432
"148","E14001210",0.135767344412171,0.0901742774153612,0.122970334745964,0.178384362649398,0.40532593686015,0.0673777439169563
"149","E14001211",0.261742592932177,0.106174521258481,0.153917690514238,0.177992298221256,0.212204961622089,0.0879679354517591
"150","E14001212",0.124283763606896,0.0977654700680185,0.153341585737803,0.185462155919399,0.363178111560598,0.0759689131072855
"151","E14001213",0.240824321731843,0.106281363907148,0.110330273932491,0.132331707711104,0.33678651844223,0.0734458142751845
"152","E14001214",0.126101883641088,0.0844125717467093,0.144076671217805,0.175479526504858,0.400668089449754,0.0692612574397858
"153","E14001215",0.138209746961145,0.0951189772855832,0.151509056855178,0.173230424999686,0.373072040023632,0.0688597538747753
"154","E14001216",0.217261521533005,0.117152656654219,0.143924052114671,0.165123438725462,0.265735657344868,0.0908026736277758
"155","E14001217",0.139083943134501,0.0988001084090965,0.155468499765935,0.193029787863109,0.331263705127258,0.082353955700101
"156","E14001218",0.179082025756112,0.109653038511869,0.150610882140717,0.175902258857485,0.29778517005638,0.0869666246774371
"157","E14001219",0.184063660226547,0.110896965970629,0.146534395913638,0.17069075602431,0.298082152907513,0.0897320689573628
"158","E14001220",0.136566839419235,0.101937202463372,0.145600084398201,0.184489193074073,0.342353391093352,0.0890532895517664
"159","E14001221",0.24740322973302,0.100624847845492,0.11181327598799,0.134129270469853,0.333735697476264,0.0722936784873813
"160","E14001222",0.18444042388214,0.109692426983717,0.154678211424141,0.192556216076506,0.271426725252003,0.0872059963814939
"161","E14001223",0.178109361998017,0.0878634855859656,0.123302973998883,0.142863656570953,0.400378446772373,0.0674820750738085
"162","E14001224",0.160791337621102,0.0938346844070202,0.130307858712971,0.159418941394029,0.370291110826811,0.0853560670380665
"163","E14001225",0.229655229161524,0.0983193450176911,0.121914342137744,0.140068295894018,0.338074960915,0.0719678268740229
"164","E14001226",0.183705378620225,0.100632637352064,0.141946502453575,0.157582026363899,0.343235831809872,0.0728976234003656
"165","E14001227",0.125651666300616,0.0798182848027373,0.12767457721162,0.155220844074027,0.445664612930447,0.0659700146805535
"166","E14001228",0.205348165306928,0.115299927452303,0.152731993534346,0.182629281268694,0.244574832312999,0.0994158001247311
"167","E14001229",0.1990983424561,0.100051164721442,0.119455143985249,0.137816521378165,0.370374660913049,0.0732041665459952
"168","E14001230",0.108421445453415,0.0669983828834432,0.115511879587013,0.138549570842145,0.515822863540241,0.054695857693743
"169","E14001231",0.133095202884867,0.0765354294879816,0.10657854323319,0.272742784988681,0.342145676681038,0.0689023627242427
"170","E14001232",0.141953806755428,0.0979937616059617,0.14895682885682,0.175124100348331,0.351255567827364,0.0847159346060952
"171","E14001233",0.164484422037648,0.105847932005852,0.146820935040441,0.190538367608478,0.295382829784919,0.0969255135226627
"172","E14001234",0.122051218911598,0.0802388574242797,0.134363457276533,0.167594188623492,0.428527456291554,0.0672248214725437
"173","E14001235",0.186821171312246,0.110203570310053,0.153272784215471,0.171650485436893,0.290397745067335,0.0876542436580019
"174","E14001236",0.228107155175718,0.117177020656881,0.113794887517725,0.124841911623807,0.326917180853102,0.0891618441727666
"175","E14001237",0.118208508433596,0.0884462610097289,0.129963732657878,0.211640089804847,0.374601347072707,0.0771400610212423
"176","E14001238",0.143696362382984,0.0597544283816051,0.0939426333509836,0.115102954252545,0.530067037654981,0.0574365839769015
"177","E14001239",0.201597977112171,0.118023513464195,0.147154662287219,0.169964286645291,0.266976877557936,0.0962826829331874
"178","E14001240",0.180579770485831,0.103866871373182,0.155910900621926,0.176038928933878,0.293098961721616,0.0905045668635666
"179","E14001241",0.161101791942913,0.0987033043107809,0.149053438773065,0.179593684266581,0.326730037010411,0.0848177436962484
"180","E14001242",0.158796030709517,0.0923360470651418,0.139315749002185,0.174077554956121,0.346251022226562,0.0892235960404741
"181","E14001243",0.181073599858438,0.103568133270978,0.146820531617731,0.18103568133271,0.293122843383849,0.0943792105362943
"182","E14001244",0.211817956349206,0.0959077380952381,0.133258928571429,0.167299107142857,0.29906994047619,0.0926463293650794
"183","E14001245",0.177666441853743,0.0971553136140283,0.138970517390885,0.183977261778591,0.315456691396088,0.0867737739666635
"184","E14001246",0.186928869069376,0.122426103272656,0.158807905061286,0.18552769451958,0.252455101493774,0.0938543265833272
"185","E14001247",0.15806434845886,0.0970814491397682,0.151697073652477,0.181571287488955,0.32208014969593,0.0895056915640106
"186","E14001248",0.188893868578868,0.116812856136757,0.151962353543761,0.184753612053695,0.269063320315001,0.0885139893719188
"187","E14001249",0.12460745014936,0.0791610284167794,0.132483978859754,0.154224219368346,0.441698368524523,0.0678249546812368
"188","E14001250",0.170214004610763,0.0990149733367487,0.144179493747526,0.172647462915958,0.321833593367953,0.0921104720210512
"189","E14001251",0.24593343415569,0.104685930663465,0.135786933884393,0.151868484547627,0.275118042968795,0.0866071737800302
"190","E14001252",0.169186492226872,0.120373512297503,0.155248903467431,0.196131659314557,0.263758498912893,0.0953009337807438
"191","E14001253",0.179552534692722,0.10870180882371,0.153091253863298,0.181190203538842,0.28271335869873,0.0947508403826973
"192","E14001254",0.203254724791258,0.119284717458665,0.151926579464011,0.165125245405303,0.266953662748066,0.0934550701326963
"193","E14001255",0.261764432894004,0.129176721737516,0.16557221087804,0.155942546872099,0.195609801373677,0.0919342862446631
"194","E14001256",0.265066067046265,0.12988551602413,0.156372780135156,0.15968519928916,0.182436925011182,0.106553512494107
"195","E14001257",0.129002149861046,0.060814849771905,0.084285040113261,0.122112107388181,0.553825179592051,0.0499606732735567
"196","E14001258",0.106324754063554,0.0648871169407157,0.103505626459695,0.206657387529784,0.461169171247258,0.0574559437589941
"197","E14001259",0.187676935886761,0.0651235081876214,0.0917346655564807,0.113960588398557,0.487649181237857,0.0538551207327227
"198","E14001260",0.152937318863574,0.0577944194114785,0.0785153688307842,0.119153392143174,0.545281462207273,0.046318038543716
"199","E14001261",0.230337519623234,0.108542647828362,0.150954997383569,0.174594453165882,0.249319727891156,0.086250654107797
"200","E14001262",0.223477279672771,0.104351301158937,0.144961094525024,0.173546627800371,0.263029220244952,0.0906344765979454
"201","E14001263",0.120451316138044,0.093189316764203,0.150518989475712,0.196096139488958,0.354996026298678,0.084748211834405
"202","E14001264",0.114249050405503,0.0512165075454265,0.07667590596448,0.123211169284468,0.584036546555795,0.0506108202443281
"203","E14001265",0.100152850299033,0.0422749048532535,0.067449041351648,0.102532801263836,0.64691580923462,0.0406745929976098
"204","E14001266",0.162976851517992,0.0927621932165092,0.130369462272542,0.177207278671186,0.353392947284921,0.0832912670368501
"205","E14001267",0.203788128559897,0.129219295353517,0.158687570345275,0.167055105219477,0.254902852465353,0.0863470480564809
"206","E14001268",0.0986173024050396,0.0682673571256974,0.122547580279209,0.136961802311614,0.51789765902357,0.0557082988548701
"207","E14001269",0.134789424926958,0.0826147889498563,0.138186180194304,0.158994275398466,0.408869569348441,0.0765457611819758
"208","E14001270",0.208633392565805,0.0874666167866904,0.106649624341428,0.122278683584292,0.406864731739252,0.0681069509825316
"209","E14001271",0.166551013433037,0.0821207005478856,0.103041852661233,0.13094362681636,0.452321522894162,0.0650212836473232
"210","E14001272",0.231448999812549,0.0947433253889618,0.146787885279704,0.184452240044988,0.248051843719037,0.0945157057547599
"211","E14001273",0.179596928043829,0.112997113926527,0.152008022305924,0.187533630093431,0.278163674607445,0.089700631022844
"212","E14001274",0.202844760016598,0.111969200977454,0.149580432477293,0.167999907787358,0.286447046890129,0.0811586518511688
"213","E14001275",0.203484284929126,0.113130615948976,0.153213952477728,0.174648823446707,0.267009215588532,0.0885131076089318
"214","E14001276",0.227290920473322,0.115836574677491,0.116914171943472,0.131887642525067,0.321052145444842,0.087018544935806
"215","E14001277",0.157744845360825,0.0975773195876289,0.144755154639175,0.171984536082474,0.334213917525773,0.0937242268041237
"216","E14001278",0.163126355021802,0.113285912645246,0.149021948308202,0.166853426225914,0.329663101995079,0.0780492558037563
"217","E14001279",0.174699492562079,0.0750159177294565,0.0961527330259121,0.127882073742499,0.457205425533967,0.0690443574060854
"218","E14001280",0.121544912935641,0.0806208289651998,0.126326421028408,0.154286737068194,0.447096576235649,0.0701245237669079
"219","E14001281",0.18901724008882,0.099710586063222,0.143247423966468,0.170005738379781,0.308462862703026,0.0895561487986827
"220","E14001282",0.205279192707393,0.111556663415339,0.145912358657563,0.172187902652843,0.270221451537155,0.0948424310297075
"221","E14001283",0.133768889097789,0.0916664708232474,0.139091913233532,0.166071302672088,0.400672134614933,0.0687292895584123
"222","E14001284",0.161730590327253,0.0923586005487582,0.133173965779154,0.147929203122976,0.39247989260354,0.0723277476183186
"223","E14001285",0.148061755760606,0.0831743904324965,0.13052219186556,0.16306252899634,0.391914531676891,0.0832646012681066
"224","E14001286",0.226786483814545,0.106263783619357,0.144072093082207,0.169079064108089,0.263568151283936,0.0902304240918654
"225","E14001287",0.149438959597161,0.0933481358127486,0.137610192564397,0.181740084321267,0.355814598945323,0.0820480287591029
"226","E14001288",0.184070145318536,0.108369611870746,0.14458274572322,0.180084615856276,0.29376417928751,0.0891287019437121
"227","E14001289",0.128474468759911,0.0904154773231843,0.137202664129401,0.170085632730733,0.404909609895338,0.0689121471614336
"228","E14001290",0.130801039827134,0.0569601509284954,0.0758591187794097,0.177297107569459,0.510019853239588,0.0490627296559137
"229","E14001291",0.160667094291212,0.102732520846697,0.14939063502245,0.168595253367543,0.323720333547146,0.0948941629249519
"230","E14001292",0.197480694198418,0.11090271265326,0.152721336528776,0.165850439373415,0.293112430968011,0.0799323862781193
"231","E14001293",0.114089119563033,0.0495134956196872,0.0789047444521949,0.11023491718194,0.601905820318504,0.0453519028646418
"232","E14001294",0.118636842666161,0.0950255177558584,0.156895714674782,0.185290878734414,0.372275047068714,0.0718759991000699
"233","E14001295",0.234194079744198,0.111356038951601,0.149956397461363,0.172726612082748,0.230621093939247,0.101145777820842
"234","E14001296",0.127233172138998,0.0754105726143041,0.113151329557681,0.157312271657779,0.465173746999775,0.0617189070314625
"235","E14001297",0.216603512066441,0.0976604853403083,0.12236343516314,0.174250807596437,0.301040653678057,0.0880811061556174
"236","E14001298",0.15159847195772,0.102883672710472,0.142538398260105,0.173797906266551,0.350007324686447,0.079174226118705
"237","E14001299",0.224702480109813,0.103988698908538,0.142116555832456,0.176259711875475,0.255100816930314,0.0978317363434039
"238","E14001300",0.176956784687371,0.0886587656102452,0.114515803881208,0.135736188182368,0.418168893038653,0.0659635646001549
"239","E14001301",0.200937525420971,0.0953794842593346,0.114709590824046,0.140110225331489,0.375772797527048,0.0730903766371106
"240","E14001302",0.212339186369958,0.117850312934631,0.141548591794159,0.162160987482615,0.273622218358832,0.0924787030598053
