ons_code,pc_no_ed,pc_elem_ed,pc_losec_ed,pc_upsec_ed,pc_degree,pc_other_ed,con_name_gb,total_area,pc_green_belt,pc_employed,pc_unemp,pc_student,pc_retired,pc_carer,pc_sick_disabled,pc_emp_other,pc_ns_prof_man,pc_ns_inter,pc_ns_routine,pc_never_worked,id_british,id_welsh,id_english,id_other_uk,id_non_uk,dist_under_5,dist_5_10,dist_10_30,dist_30_60,dist_over_60,dist_wfh,dist_na,av_dist,pc_trav_wfh,pc_trav_pubtrans,pc_trav_car,pc_trav_other
E14001207,0.129364478996728,0.0552583370548938,0.0759289470566254,0.129938662607887,0.549028900575095,0.0604806737087704,Ealing Central and Acton,2050,0,0.5966551221290558,0.04279985417426175,0.1118847976667882,0.11732592052497266,0.05819358366751732,0.03123405030987969,0.04190667152752461,0.4228946409041196,0.1958075100255195,0.1781534815895005,0.0965366387167335,0.5216386633943741,0.00500660751368699,0.11481215782518409,0.01110062299414763,0.34744194827260716,0.18059844846693757,0.1291614333210196,0.08534909493904691,0.00611747321758404,0.00598448466937569,0.46517916512744734,0.12760990025858884,3.881233838197266,0.46517916512744734,0.24796453638714444,0.1432877724418175,0.1435685260435907
E14001208,0.192714976418592,0.0906672994591602,0.107307764561643,0.135951512275186,0.390363756809935,0.0829946904754842,Ealing North,2300,12.4,0.5692420257469991,0.04318851470268346,0.09777729438984356,0.13779192786094246,0.07141727145088889,0.0354663924538749,0.04511657339476754,0.2886028139491195,0.24155864701054983,0.2555097440156616,0.1204876457153027,0.5852797520273021,0.00240301825354582,0.10952910235135728,0.00505651397977394,0.2977316133880209,0.1954131375553572,0.1470860626062943,0.15707141293549093,0.00843618973849495,0.00739219020997861,0.2839510330543722,0.2006499739000118,5.7041103271759805,0.2839510330543722,0.26544529947631634,0.3224274672908212,0.12817620017849024
E14001209,0.218954412547853,0.0967916963917888,0.0967414567486913,0.120002411502869,0.385106960200155,0.0824030626086432,Ealing Southall,1620,1.5,0.5491594907709776,0.04664248465178903,0.0963093958180521,0.12690533846447555,0.0861107482692443,0.0404931523366458,0.05437938968881565,0.28679514488967484,0.19198384309312327,0.2784956392427957,0.15112937582894578,0.5773326287809643,0.00270612159933387,0.07363372884341324,0.00606075162927735,0.34026676914701126,0.2403951896129696,0.15860796764695448,0.1199404022845791,0.00913476888147859,0.00801731171733655,0.3167370250807052,0.14716733477597643,5.241805314129625,0.316731407084198,0.2647617020521825,0.2682381737881126,0.15026871707550685
E14001210,0.135767344412171,0.0901742774153612,0.122970334745964,0.178384362649398,0.40532593686015,0.0673777439169563,Earley and Woodley,4900,0,0.602090376648731,0.02602257035379267,0.10536403028427216,0.17232512737488692,0.04734298366744441,0.02261797057282986,0.02423694109804295,0.40192612168613023,0.21113531659583587,0.22183731533397616,0.06174779472161709,0.5695177554533931,0.00651758518266265,0.2574115065175852,0.00918515995989178,0.15736799288646727,0.21716387882968327,0.09011132187541912,0.09390507941982336,0.03042670192178728,0.01053821540112279,0.43509417332490274,0.1227606292272614,5.30910501810657,0.43509417332490274,0.05073671705849667,0.393765208560863,0.12040390105573756
E14001211,0.261742592932177,0.106174521258481,0.153917690514238,0.177992298221256,0.212204961622089,0.0879679354517591,Easington,14870,1.8,0.4912110654127263,0.02973305739658921,0.05547114452623582,0.2479370235506772,0.05552353757891704,0.08342283813166373,0.03670133340319073,0.21629905171058836,0.1879682506417981,0.399512757374129,0.1424660763870697,0.6047694685326693,9.551815918262212e-4,0.37002017686958016,0.00649308834893105,0.01776208465699321,0.23190828131937008,0.1118278446632368,0.2652320388603066,0.02849233501344963,0.01499046773393225,0.2047739677731059,0.14277506463659867,9.204512809798649,0.2047739677731059,0.03643153743699564,0.591522812149069,0.16727168264082945
E14001212,0.124283763606896,0.0977654700680185,0.153341585737803,0.185462155919399,0.363178111560598,0.0759689131072855,East Grinstead and Uckfield,38190,0.1,0.5954365054044741,0.01992062377968632,0.05087990199206237,0.25140056916067943,0.03976467885810543,0.02243462947129311,0.02016309133369916,0.4180651089189776,0.2702492311226248,0.2175699646507829,0.04559666160462475,0.5853589657769225,0.0044452347083926,0.3288009371600703,0.0108568320642624,0.07053803029035227,0.15056160868284885,0.08058138067393042,0.17628623112195532,0.04324597198266795,0.00940221278027849,0.3927684994320811,0.14715409532623783,7.204734760843044,0.3927684994320811,0.03043624584577847,0.46112910689495606,0.1156661478271844
E14001213,0.240824321731843,0.106281363907148,0.110330273932491,0.132331707711104,0.33678651844223,0.0734458142751845,East Ham,1000,7.9,0.5052152225935761,0.04744691377969849,0.14033139129820169,0.08666457990448015,0.1210456698001757,0.04009612569039854,0.05920009693346931,0.19163974151857835,0.21213651050080776,0.2735965266558966,0.18746970920840064,0.5944594955546229,0.0010226275422597,0.05413820734918152,0.0020681497309879,0.34831151982294806,0.225121768452604,0.14025852379168227,0.18810415886099663,0.01446234544773323,0.01137130011240164,0.20683776695391531,0.2138441363806669,6.937336080929187,0.20683389220883835,0.43736535471422416,0.21657518592757724,0.13922556714936027
E14001214,0.126101883641088,0.0844125717467093,0.144076671217805,0.175479526504858,0.400668089449754,0.0692612574397858,East Hampshire,51400,0,0.5702620660401119,0.01863757472925144,0.05344715598032847,0.27536155039170723,0.03862723524967192,0.02319755033868423,0.02046686727024483,0.4332621922929067,0.2467621989209539,0.22184074128080383,0.04664819650834471,0.5884256405740953,0.00648278594699304,0.3377872677643744,0.01193096768512811,0.05537333802940918,0.13173707210487984,0.07875091041514931,0.1832438091769847,0.04882101238164603,0.0183448652585579,0.3933448652585579,0.14575746540422432,8.249385469774216,0.3933448652585579,0.01952840495265841,0.4716860888565186,0.11544064093226512
E14001215,0.138209746961145,0.0951189772855832,0.151509056855178,0.173230424999686,0.373072040023632,0.0688597538747753,East Surrey,25980,93.3,0.5959474067928703,0.02393342886592754,0.05485582120320789,0.22996958041079016,0.04400784372878799,0.02707594841239912,0.02420997058601704,0.4299218141136838,0.26570631269326495,0.1933529426553033,0.05818689192246776,0.5898433954843849,0.00498149586051811,0.3239787429285952,0.01066887170127159,0.07052749402523016,0.1189040187361396,0.10466538166594126,0.15950589649526414,0.02970009741134531,0.00487056726564281,0.42966693610230267,0.15268710232336422,5.998518104002155,0.42966693610230267,0.06497543990549028,0.4141018466703973,0.09125577732180978
E14001216,0.217261521533005,0.117152656654219,0.143924052114671,0.165123438725462,0.265735657344868,0.0908026736277758,East Thanet,3230,0,0.5044775071113349,0.03408758355086799,0.0543504980860852,0.2618375923302937,0.05560302948716448,0.05703114940241376,0.03261264003184005,0.2755185653415742,0.24235613616144588,0.32901390644753475,0.10099733108582666,0.5610141424139178,0.00394008032434284,0.3459657003635533,0.00831794735139044,0.0807621295467956,0.3462218795355588,0.09157293178519592,0.09143686502177067,0.02340348330914368,0.0295038098693759,0.2388878809869376,0.17897314949201742,6.7945505261248185,0.2388824636596594,0.06567340181871782,0.4799192688845046,0.21552486563711817
E14001217,0.139083943134501,0.0988001084090965,0.155468499765935,0.193029787863109,0.331263705127258,0.082353955700101,East Wiltshire,105300,0,0.6177593810826126,0.01872520757878138,0.05287407297903269,0.2181486682928031,0.04099834922512134,0.02490945376598418,0.02658486707566462,0.3879170157197063,0.24843542108116096,0.2631326073030109,0.04982013502192874,0.5818695819783131,0.01272153963248885,0.32298081390176636,0.01675447527355758,0.06567358921387409,0.17876635952814132,0.08942230569086605,0.1720171371559364,0.06428389772482736,0.02441457832032396,0.33161179255433615,0.1394839290255688,9.403867597863725,0.3316182799906096,0.02386728225995774,0.4931919555520776,0.15132248219735503
E14001218,0.179082025756112,0.109653038511869,0.150610882140717,0.175902258857485,0.29778517005638,0.0869666246774371,East Worthing and Shoreham,5540,0,0.5682627040909924,0.02490062985384944,0.05307894575918791,0.2559530361401578,0.03705742065676023,0.03594447501987403,0.02480278847917813,0.3430154342880904,0.2639116503192036,0.27763373529339824,0.06415869676882811,0.586495222034851,0.00379426644182124,0.3323897855938328,0.00906408094435076,0.06825664498514414,0.257172929165351,0.1029575834122724,0.11520892537627618,0.02418692769182191,0.01138827491842963,0.3163245974107989,0.17276076202505,5.718766445637302,0.3163245974107989,0.05178402273444901,0.4577623408062309,0.1741290390485212
E14001219,0.184063660226547,0.110896965970629,0.146534395913638,0.17069075602431,0.298082152907513,0.0897320689573628,Eastbourne,4420,0,0.5041679968784364,0.02908729736440708,0.06267957858891135,0.28018398306788217,0.04299244439714803,0.05040615799368592,0.03048254170952904,0.3111484209655107,0.2427965049599773,0.30501200089858943,0.08107405086489235,0.5474598273115276,0.00406152272682571,0.329986428810259,0.01053242334244635,0.10795979780894126,0.3979512684796496,0.04583409381273955,0.10567621828800876,0.03084504471618908,0.01743018799050921,0.2309956196386202,0.17126756707428362,6.2346002920240915,0.2310008897812051,0.06283224202048779,0.4901325545846547,0.21603431361365244
E14001220,0.136566839419235,0.101937202463372,0.145600084398201,0.184489193074073,0.342353391093352,0.0890532895517664,Eastleigh,5110,0,0.6126650050770793,0.02024238108425314,0.04914876501694557,0.2367237673247089,0.03510437683796864,0.02539858369268505,0.0207171209663594,0.3882317258113436,0.234930305547863,0.276404109137424,0.05257744194326858,0.590450435042863,0.0051734826944866,0.33055775274173205,0.00879705838339354,0.06502127113752486,0.1873697066689128,0.14839225926003916,0.12078586620059382,0.02510054960096022,0.01242392975215313,0.3495125186885384,0.15641516982880246,6.120522647349913,0.34950515898083806,0.02798483891345546,0.4947778479679933,0.12773215413771322
E14001221,0.24740322973302,0.100624847845492,0.11181327598799,0.134129270469853,0.333735697476264,0.0722936784873813,Edmonton and Winchmore Hill,2190,12.4,0.5210784711515053,0.04260326219264789,0.1009798750304309,0.15405136736184372,0.0778929643755579,0.04608252860504747,0.05731153128296681,0.26347074575996104,0.2286983689036761,0.26488071086586057,0.14633206199789012,0.6250630875023658,0.00120654848274556,0.1087155384518327,0.00410857359157151,0.2609062519714844,0.23496364217132337,0.1176603220533248,0.163018357415306,0.01142406193044099,0.0081358862103305,0.27571823152514985,0.1890794986941245,5.895182352830649,0.27571823152514985,0.2742150654816708,0.32227879972191426,0.1277879032712651
E14001222,0.18444042388214,0.109692426983717,0.154678211424141,0.192556216076506,0.271426725252003,0.0872059963814939,Ellesmere Port and Bromborough,3800,12.3,0.5660321275798343,0.02523940604039856,0.05420075214205405,0.23188461985810105,0.04108349810672146,0.05641065405342534,0.02514894221946523,0.2854613595244249,0.20215818040837424,0.3743473765830964,0.08548720599638149,0.592899333655645,0.01343198873310491,0.3404662308452273,0.00919639291194585,0.04400605385407689,0.2490368555840107,0.1800690346286605,0.17775303418327582,0.02658946665182051,0.0116690791671306,0.22572096648480125,0.12916156330030062,7.6582229150428685,0.22572096648480125,0.04660950896336711,0.5672642244738894,0.16040530007794232
E14001223,0.178109361998017,0.0878634855859656,0.123302973998883,0.142863656570953,0.400378446772373,0.0674820750738085,Eltham and Chislehurst,3070,18.6,0.5788897754473954,0.03761541091986777,0.07623389946426536,0.17957369200957482,0.05257038641285763,0.04027128690299783,0.03484554884304115,0.3819647091008572,0.2331068757979209,0.22337224147364584,0.0885464161955134,0.5619090744430357,0.00301575801485238,0.2541477993117189,0.00839521825756203,0.172532149972831,0.15557434704898815,0.11744469855668518,0.1447927276920416,0.01189629658101589,0.00688024907270386,0.4112198028174428,0.15219187823112257,5.251378932600465,0.4112198028174428,0.21709299867391849,0.26832971383545057,0.10335748467318816
E14001224,0.160791337621102,0.0938346844070202,0.130307858712971,0.159418941394029,0.370291110826811,0.0853560670380665,Ely and East Cambridgeshire,72670,5,0.6182494911311428,0.01776097702820587,0.04761849374818261,0.2316952602500727,0.03823204419889502,0.02539110206455365,0.02105263157894736,0.3966574010537211,0.2390411835172887,0.2675940033263163,0.05191844709877764,0.5503038807611715,0.00487346992955275,0.327480112639733,0.01207937877480586,0.10526315789473684,0.12370562130177516,0.1115939349112426,0.20841346153846155,0.03868343195266272,0.01479289940828402,0.3702292899408284,0.13258136094674555,8.238674186390533,0.3702224441116104,0.02775466429984652,0.48429208039792165,0.11773081119062148
E14001225,0.229655229161524,0.0983193450176911,0.121914342137744,0.140068295894018,0.338074960915,0.0719678268740229,Enfield North,4060,52,0.538991627753893,0.04014358299220373,0.09977783720404008,0.14700800197478042,0.07605990167239216,0.04634562771275173,0.0516734206899389,0.2834485312268576,0.22102567267341397,0.27068419320332426,0.1293096354809512,0.6191952894995093,0.00163297350343473,0.16558979391560352,0.00468694798822374,0.20889499509322865,0.223302765863038,0.11226149977813932,0.1811307498890697,0.01305280283981659,0.00772814672385741,0.2913400384558497,0.17118399645022925,6.228461026475373,0.2913400384558497,0.21496450229256028,0.367918946901346,0.12577651235024404
E14001226,0.183705378620225,0.100632637352064,0.141946502453575,0.157582026363899,0.343235831809872,0.0728976234003656,Epping Forest,12620,83.2,0.59208342354044885,0.02996078997377979,0.06030646364051863,0.20790935989030815,0.04983041062278992,0.02831300666329893,0.03159654566885569,0.3839918215166276,0.27325756209032415,0.20972998977689575,0.0749413674905286,0.5705960316532179,0.00248508946322067,0.3211710131368651,0.00597396016060499,0.0997739055860913,0.12340213381194536,0.10443713231628278,0.19329943164822017,0.01575431249376807,0.0055638647921029,0.39000897397547113,0.16753415096220958,6.111825705454183,0.3899856424982054,0.12365398420674804,0.3836444125388849,0.10271596075616175
E14001227,0.125651666300616,0.0798182848027373,0.12767457721162,0.155220844074027,0.445664612930447,0.0659700146805535,Epsom and Ewell,5820,54.5,0.5989203435480701,0.02295714896715948,0.06655954871747448,0.22106370435446024,0.04334809095007456,0.02424025245928169,0.0229109110034794,0.4567501647227456,0.24172051462853575,0.18045521275243037,0.0569189332901779,0.580485453095737,0.00511784012312484,0.2768269391236626,0.01075488141816091,0.12681488623931467,0.18114654976948075,0.09568437759806515,0.12519839770236563,0.01097800619756632,0.00440253949059028,0.45353714760789055,0.12905298163404127,4.520680598594211,0.45353714760789055,0.07586350238077243,0.34490968180787546,0.12568966820346156
E14001228,0.205348165306928,0.115299927452303,0.152731993534346,0.182629281268694,0.244574832312999,0.0994158001247311,Erewash,6000,55.6,0.5824360442917144,0.02492045309914726,0.04631538755250095,0.23391879852360953,0.03830978745068092,0.0481990581646939,0.02590047091765305,0.28438884080843047,0.2127093621137301,0.3819808583210304,0.07582853942880416,0.548963981002816,0.00345689908796704,0.3979111503383348,0.00894170554364729,0.0407262640272349,0.2491431753919973,0.15898380601490875,0.18494559163739183,0.01595835832405106,0.01116014051923571,0.23601233827435525,0.14379658983806015,7.125085682460801,0.23601739391213075,0.04920420709894394,0.5503288134867083,0.16444958550221708
E14001229,0.1990983424561,0.100051164721442,0.119455143985249,0.137816521378165,0.370374660913049,0.0732041665459952,Erith and Thamesmead,2590,0,0.5675284304828838,0.05067287085127334,0.10075685903500473,0.1173614194968432,0.06234433224567026,0.04499642808873786,0.05633965979958681,0.26427826691380907,0.21356580166821132,0.3046995675007723,0.12178521779425394,0.5596988938200624,0.00175595877571886,0.17239514258829805,0.00524564900088168,0.260904355815039,0.19036383754230668,0.13450273366310855,0.20204699297058057,0.01593009632908097,0.01116245769330903,0.26643452225982817,0.179559359541786,7.135470906014058,0.26643018695998827,0.3359747465707731,0.2869648697463267,0.11063019672291197
E14001230,0.108421445453415,0.0669983828834432,0.115511879587013,0.138549570842145,0.515822863540241,0.054695857693743,Esher and Walton,4760,46.1,0.6172965441743588,0.02491727415221556,0.05931381086258801,0.20364242529793744,0.05228522379518822,0.02007812305625357,0.02246659866145846,0.5017602348638461,0.23405525769092017,0.1569656785301106,0.05120230883102989,0.5915167294913146,0.00655772743170248,0.2572960789647534,0.01289200637313954,0.13173745773908987,0.14863554508934756,0.08974333603783666,0.11329230403894484,0.0082718223734985,0.0046108483565195,0.5278135080046702,0.10763263609918272,4.0516098391150335,0.5278343986859552,0.05814252636995112,0.31040351467416044,0.10361956026993333
E14001231,0.133095202884867,0.0765354294879816,0.10657854323319,0.272742784988681,0.342145676681038,0.0689023627242427,Exeter,3380,0,0.47701495933109606,0.01917979637108241,0.24278482452647743,0.17277743018030828,0.02691542005574199,0.03688072350833286,0.02444684602696092,0.2850739986576723,0.1745936046048665,0.2489107807114337,0.05117908698965953,0.5218789332913782,0.01252753303964757,0.3074948867212083,0.01441551290119572,0.14368313404657018,0.4107593535532433,0.05156077042284702,0.06309497454062431,0.02125304405578924,0.0189506309497454,0.3059774186406907,0.12840380783706,5.147941111357095,0.3059774186406907,0.05775957493911888,0.3455612131945982,0.2907017932255922
E14001232,0.141953806755428,0.0979937616059617,0.14895682885682,0.175124100348331,0.351255567827364,0.0847159346060952,Exmouth and Exeter East,24510,0,0.5649319125179018,0.01797460980168459,0.04683593465543607,0.2821321940918028,0.03268441876835692,0.03343690074519989,0.02200402941961793,0.3757555161783625,0.2540112144088162,0.27403694443770177,0.05115663761924412,0.5728838321675522,0.00808541722954379,0.34904385938578847,0.01272852811383627,0.0572583631032792,0.2588049652850831,0.10784767515253524,0.14458236903008626,0.02230170418682937,0.02099726488533557,0.29646539027982327,0.14900063118030718,7.030875236692614,0.29646539027982327,0.04062697243845992,0.4962129181569535,0.1666947191247633
E14001233,0.164484422037648,0.105847932005852,0.146820935040441,0.190538367608478,0.295382829784919,0.0969255135226627,Fareham and Waterlooville,9860,0,0.5626375220639795,0.019682278695263188,0.04297942307227313,0.28805280847256814,0.0338153154242329,0.03090166114563435,0.02193099112604879,0.3687493954927943,0.24578053970403327,0.2827280201179998,0.06156301383112487,0.5818253582705853,0.00578900493887134,0.3634725933122824,0.01056594607724071,0.03834709740102016,0.2074765569151844,0.1429923047811278,0.1444850931415836,0.02043648290652201,0.01469660653462848,0.30490727892014635,0.16500567680080735,6.576205794541861,0.3049265123320507,0.02622006350007359,0.5419584095544482,0.12689501461342753
E14001234,0.122051218911598,0.0802388574242797,0.134363457276533,0.167594188623492,0.428527456291554,0.0672248214725437,Farnham and Bordon,16940,24.9,0.5864688500369367,0.02035213001723713,0.06561191824673726,0.2374907658212263,0.04465648854961832,0.02512927850283181,0.02029056882541246,0.4401625215464171,0.24370844619551835,0.2043215956660921,0.04844865796601822,0.5953790109286891,0.00581865362543041,0.30511502569988525,0.01236588652128349,0.08132142322471181,0.13225971894553287,0.06917632577700276,0.16309365063083392,0.04966663247512565,0.01325264129654323,0.42904913324443533,0.1435018976305262,7.406554518412144,0.429057935335631,0.02400295420974889,0.4388642704743148,0.10807483998030527
E14001235,0.186821171312246,0.110203570310053,0.153272784215471,0.171650485436893,0.290397745067335,0.0876542436580019,Faversham and Mid Kent,37690,0,0.577307576668671,0.02193575866907195,0.04939617157747043,0.2440619362597715,0.04957155742633794,0.03368661054319503,0.02404038885548206,0.3489965675343873,0.2525994037030541,0.28231403302182245,0.06857414877358255,0.5672743055555556,0.00359334625322997,0.3614946705426357,0.00715641149870801,0.0604812661498708,0.17160935702415953,0.09288849120115898,0.17587029698751544,0.05351740593975031,0.01704375985342366,0.3101325152328604,0.17893817376113172,8.414877071882056,0.3101325152328604,0.04011674975499595,0.5246708423878308,0.12507989262431293
E14001236,0.228107155175718,0.117177020656881,0.113794887517725,0.124841911623807,0.326917180853102,0.0891618441727666,Feltham and Heston,2800,38.5,0.5691386413720417,0.04826099453866053,0.08927852831273354,0.1258311775414391,0.07978346268084699,0.03525917409217208,0.05244802146210597,0.23085398921135583,0.2203144611905834,0.33191848154145387,0.13149498414280103,0.5462513048898635,0.00105893220580835,0.1330424398999647,0.0035823451217772,0.3160649778825862,0.26095312550897426,0.17492426463402716,0.1414541190266784,0.01286686862764259,0.01037493077950421,0.2222547965731783,0.17717189484999513,6.202400729665461,0.2222547965731783,0.26137659207140296,0.3780742043714779,0.13829440698394083
E14001237,0.118208508433596,0.0884462610097289,0.129963732657878,0.211640089804847,0.374601347072707,0.0771400610212423,Filton and Bradley Stoke,4530,21.6,0.6164642219791606,0.01865177594841978,0.11196822290023604,0.17777905704910482,0.03117840078291405,0.02422428184905877,0.01973403949110586,0.3834091301594611,0.21322894479304588,0.248287375510909,0.04517874618617235,0.5488862596771038,0.01856699676731165,0.2977147595047559,0.01011728975880604,0.12471469429202262,0.2174286942812097,0.17457359896803784,0.0697291099326358,0.01866848215565429,0.01069585781854665,0.3884728393292246,0.12043141751469112,4.9432062491041995,0.3884728393292246,0.04330299555682958,0.439587215135445,0.12863694997850078
E14001238,0.143696362382984,0.0597544283816051,0.0939426333509836,0.115102954252545,0.530067037654981,0.0574365839769015,Finchley and Golders Green,2090,0.3,0.5851241320745292,0.0376542284829412,0.09034417303561616,0.15086667665717568,0.06174134572156451,0.0319596383435736,0.04230980568459963,0.42773792634923175,0.2278158530980878,0.15781165704238015,0.10210402221911404,0.5811648668791526,0.00294150294150294,0.12474033902605332,0.0076352219209362,0.28351806923235495,0.1510616717380822,0.1397382817046607,0.0914018722668396,0.00553698807801666,0.00527094660880264,0.4785587203405331,0.12843151926306512,3.924568929681914,0.4785666777519122,0.21366810774858663,0.1997173262387762,0.10804788826072498
E14001239,0.201597977112171,0.118023513464195,0.147154662287219,0.169964286645291,0.266976877557936,0.0962826829331874,Folkestone and Hythe,23150,0,0.5043989416472244,0.02986066759641828,0.04690901033588363,0.2870716734225721,0.04776924781356308,0.05175762157371322,0.03223283761062524,0.3009436667448711,0.24616146607231304,0.31400380594875005,0.09418419749224471,0.5512664154888168,0.00380033538776488,0.35651283838229847,0.00995274081494871,0.07846766992617113,0.2385304840996557,0.06471541421916144,0.17639760988454528,0.03542130848693538,0.02972452906623455,0.27866113024103706,0.17654952400243062,8.581565221794612,0.27866113024103706,0.05132165282560259,0.48972047802309093,0.1802967389102694
E14001240,0.180579770485831,0.103866871373182,0.155910900621926,0.17603892893387799,0.293098961721616,0.0905045668635666,Forest of Dean,58370,0,0.5370934166016134,0.02063492063492063,0.05550351288056206,0.28317720530835283,0.04003382773874577,0.03965651834504293,0.02390059849076242,0.3120559993754716,0.2555882276405839,0.3103775794321996,0.06832079939628927,0.5550398095258898,0.03385720994746671,0.36206463450595777,0.01059403020936861,0.03844431581131705,0.15158494598124184,0.09929953698207288,0.22732992995369825,0.04658672681942301,0.01531520835806719,0.2869049032411255,0.17297874866437135,8.991926866912026,0.2869049032411255,0.01472159563101033,0.5805295025525348,0.11784399857532946
E14001241,0.161101791942913,0.0987033043107809,0.149053438773065,0.179593684266581,0.326730037010411,0.0848177436962484,Frome and East Somerset,47600,16.9,0.5897357385342474,0.01943686347600346,0.05190707581708048,0.24620914597616989,0.03899354323370831,0.03117885908273979,0.02253877388005059,0.3373493975903614,0.2482060840045264,0.3131997603674366,0.05160087865273247,0.5788034336440687,0.00852984904554679,0.3480851248548515,0.01002745612987943,0.05455413632565358,0.19158113608210936,0.09872146522739338,0.19691205096443107,0.02997257122633162,0.01105998938241019,0.30591930631746594,0.16583348079985843,7.391169704477083,0.30591930631746594,0.0197531410369846,0.5348389665545921,0.13948858609095735
E14001242,0.158796030709517,0.0923360470651418,0.139315749002185,0.174077554956121,0.346251022226562,0.0892235960404741,Fylde,17430,11.1,0.5058405653813761,0.01981031894247317,0.04790850391201923,0.3332723033920441,0.0300999670438317,0.03713061628034714,0.0259377250479085,0.3828408217071295,0.25500750668277855,0.24602389932500884,0.07016002050606027,0.5887680594937629,0.00448695977315925,0.3516446992594439,0.01817634167367754,0.03692393979995637,0.2320101589690528,0.13592324334493464,0.13775750164612924,0.02901890697018154,0.01425077603235819,0.3161273633712727,0.13491204966607093,6.8005126516790515,0.3161347976389248,0.02760858829339416,0.5162382710533123,0.1400183430143687
E14001243,0.181073599858438,0.103568133270978,0.146820531617731,0.18103568133271,0.293122843383849,0.0943792105362943,Gainsborough,115570,0,0.5223084506686215,0.02216941783159331,0.04747339417073232,0.29811168128618015,0.04273363836295154,0.04422508152379989,0.02297833615612123,0.32281304902865376,0.2361186597065106,0.3156843661918425,0.07954042746818003,0.5630556781638186,0.00422473043697585,0.3919540954662967,0.01135002206948735,0.0294154738634214,0.16717296373647236,0.10162331498006456,0.23473988988038733,0.06142016328080501,0.0207898234288969,0.2598727928612113,0.15438105183216252,10.30199829124739,0.2598727928612113,0.01113062464400987,0.5906350863869375,0.13836149610784126
E14001244,0.211817956349206,0.0959077380952381,0.133258928571429,0.167299107142857,0.29906994047619,0.0926463293650794,Gateshead Central and Whickham,4140,37.9,0.5309647817460318,0.03325892857142857,0.0748139880952381,0.2234623015873016,0.04419642857142857,0.05906498015873016,0.03423859126984127,0.2950520833333333,0.1906622023809524,0.32782738095238095,0.11488095238095238,0.5896509491733006,0.00142886303327209,0.32182077975096957,0.01160440906307409,0.07549499897938355,0.3311867942496939,0.14613849712031202,0.09890707904403429,0.01140537844088703,0.01140537844088703,0.280690218130697,0.12026665457348872,5.32781960001814,0.280690218130697,0.10797696249603192,0.4335404290054873,0.17779239036778377
E14001245,0.177666441853743,0.0971553136140283,0.138970517390885,0.183977261778591,0.315456691396088,0.0867737739666635,Gedling,6400,58.7,0.574246694125298,0.02344822602789218,0.05272538959944119,0.2492713828070429,0.03481706288990052,0.04089890888069947,0.02459233566972565,0.3449476092978441,0.23407202216066483,0.3002288329519451,0.06979405034324943,0.5733223850179558,0.00288877237067302,0.35826713229983875,0.00834973931797271,0.05717197099355962,0.24887956909666545,0.17433493688581883,0.09693269191233914,0.01599440812466592,0.01046420788618889,0.30512725628058057,0.1482669298137412,5.425249784137165,0.30513352932711085,0.07308649082050123,0.4971114903065315,0.12466848954585638
E14001246,0.186928869069376,0.122426103272656,0.158807905061286,0.18552769451958,0.252455101493774,0.0938543265833272,Gillingham and Rainham,3040,0,0.5671970952334535,0.0289136368067063,0.07263134808460864,0.21317867238522273,0.0512598693829808,0.03797884784092017,0.02884053026610781,0.2985561985988425,0.24371611331099605,0.307852573865367,0.07914712153518123,0.5640827656309559,0.00289308299043132,0.3412762796516572,0.00665604566379639,0.08509182606315913,0.2472301625388612,0.09650092849542012,0.1293425417822939,0.06555803618002379,0.01072464372900452,0.2626494460325078,0.1879942412418887,7.736766332130114,0.2626384860940141,0.06910221369108473,0.5009284566754991,0.16733084353940203
E14001247,0.15806434845886,0.0970814491397682,0.151697073652477,0.181571287488955,0.32208014969593,0.0895056915640106,Glastonbury and Somerton,69420,0,0.5421149747907895,0.01827018036280472,0.05058734861479287,0.2956364675918707,0.03809969333125422,0.0321482405530433,0.02314309475544466,0.33877800301470973,0.26703570871666926,0.29298560216227454,0.05283538645459743,0.5641834215934669,0.00947120037406348,0.3657557930906995,0.01140676141491687,0.04918282352685319,0.17265967677620622,0.09966457908193184,0.2086411934417001,0.04238500691952243,0.01688832594469073,0.29542842399080527,0.16433279384514343,8.610348790842774,0.2954353537249015,0.00828016513417151,0.5441686995683993,0.15211578157252767
E14001248,0.188893868578868,0.116812856136757,0.151962353543761,0.184753612053695,0.269063320315001,0.0885139893719188,Gloucester,3580,0,0.5951512047292827,0.02614337238833045,0.06977612736624197,0.18902191774974925,0.04274708154598032,0.04554282177689566,0.03161747444351964,0.28419143146774795,0.21469348556794535,0.3545963826495225,0.07871738782478792,0.5495425847184641,0.01274749817463385,0.3222007473263755,0.00934587467250783,0.10616329510801872,0.34504042423715553,0.11445709814830914,0.12029905242110754,0.02675823698165696,0.01352690602451534,0.23430409458402157,0.14561418760323394,6.413283491263149,0.23430409458402157,0.04835260366860819,0.5236894723115709,0.19365382943579937
