ons_code,pc_trav_wfh,pc_trav_pubtrans,pc_trav_car,pc_trav_other
E14001292,0.3609791815087469,0.17848096255837884,0.36473917517612603,0.0958006807567482
E14001293,0.5454692237311853,0.2042123392117113,0.13196749251000162,0.11835094454710178
E14001294,0.4100478559403787,0.030151133977717667,0.4404070592240906,0.119393950857813
E14001295,0.2350153010745266,0.07167345436138146,0.550838682957134,0.14247256160695795
E14001296,0.4436565841279319,0.08766397342837416,0.26493254464369015,0.20374689780000374
E14001297,0.24418732782369146,0.07627548209366392,0.4889256198347107,0.19061157024793388
E14001298,0.35311039853412735,0.025121392579019696,0.469885478699038,0.15188273018781492
E14001299,0.18350127176677755,0.03350616317746038,0.5935726863627471,0.18941987869301508
E14001300,0.33020437692168564,0.26558147947187555,0.30652920962199315,0.09768493398444565
E14001301,0.2759262299567668,0.30682792462467395,0.3008081139750816,0.11643773144347763
E14001302,0.25473745117893826,0.04824244177636337,0.4630768118038478,0.23394329524085059
E14001303,0.2300163132137031,0.05176726481783578,0.5157150625339859,0.20250135943447525
E14001304,0.21685793430945785,0.038055665479488195,0.5104207888141407,0.23466561139691333
E14001305,0.5537227679398831,0.21762059611464002,0.07442166096611683,0.1542349749793601
E14001306,0.5714145173719851,0.18795192575710373,0.06269983111708669,0.17793372575382446
E14001307,0.2322610814402796,0.11557677635303094,0.4940070389603997,0.15815510324628979
E14001308,0.2774494984196784,0.05398286839814942,0.4941825843983326,0.1743850487838395
E14001309,0.43574665635017135,0.012357687631258982,0.45776500497402456,0.09413065104454515
E14001310,0.5771159306470126,0.17753579411587023,0.07270585392376004,0.1726424213133571
E14001311,0.23722820638999764,0.020285417464049427,0.5731496163449796,0.16933675980097326
E14001312,0.45020164377967226,0.14724250004254089,0.260690523593173,0.1418653325846138
E14001313,0.1199900871876901,0.08078942032577106,0.5503413161511254,0.2488791763354135
E14001314,0.1683918054278279,0.06799459956561724,0.505918954350676,0.2576946406558788
E14001315,0.16511182629241863,0.06365339960076588,0.540717806656618,0.2305169674501976
E14001316,0.27963570484257944,0.026318366547519952,0.5948930127797092,0.09915291583019145
E14001317,0.2077922077922078,0.09784834831217021,0.5068549261499169,0.18750451774570512
E14001318,0.2832703258840982,0.036895248121739964,0.4810977652294588,0.19873666076470306
E14001319,0.37337669880357766,0.10937391102334766,0.2916250435590661,0.2256243466140086
E14001320,0.26790757116649144,0.10252921897223424,0.4543524416135881,0.1752107682476862
E14001321,0.42801454735512534,0.06517999085345935,0.3801694287767591,0.12663603301465623
E14001322,0.40460159629018594,0.043518972666874746,0.439269630356267,0.11260980068667231
E14001323,0.2581658855429259,0.1427750543195245,0.3676309504570023,0.23142810968054733
E14001324,0.32086167800453513,0.059492888064316636,0.48876520305091736,0.13088023088023087
E14001325,0.3092445246493315,0.090230497908293,0.44128865556558117,0.15923632187679435
E14001326,0.1745092868176167,0.06574238028858832,0.4500621632822213,0.3096861696115737
E14001327,0.23839739329889173,0.07865120366996077,0.37747861690497114,0.30547278612617634
E14001328,0.1656732911828113,0.08193989021540245,0.46640337687276945,0.28598344172901685
E14001329,0.22756429117872065,0.04772553404342965,0.5719610035504815,0.15274917122736814
E14001330,0.34461065622974046,0.05685883737123922,0.46075347564050234,0.13777703075851802
E14001331,0.38165279659376816,0.2818410542428348,0.21841406126290971,0.11809208790048736
E14001332,0.47899265213841613,0.2839603089869999,0.11112855617659989,0.12591848269798406
E14001333,0.5334894699959429,0.2110426732563715,0.1314498580016966,0.12401799874598901
E14001334,0.38949530419227135,0.31827141271760556,0.16868467692511555,0.12354860616500754
E14001335,0.31712811092157633,0.019463762410882213,0.5484188426715654,0.11498928399597604
E14001336,0.212273116916999,0.0384629719354478,0.47927770116656104,0.26998620998099215
E14001337,0.29762876206019295,0.0986175778812461,0.4480631690107042,0.15569049104785676
E14001338,0.2498856632619727,0.17263758520809286,0.2998453731733345,0.27763137835659996
E14001339,0.20517796397342528,0.1395401931462752,0.45731832606561496,0.1979635168146846
E14001340,0.31748270840917364,0.12804878048780488,0.36612668365489626,0.18834182744812522
E14001341,0.2299162549005962,0.12823903310367227,0.45895098243904703,0.18289372955668454
E14001342,0.30766756278578156,0.031180349716228947,0.48098619057466513,0.18016589692332438
E14001343,0.21325350949628405,0.008489884393063583,0.592588769611891,0.18566783649876134
E14001344,0.18677301429046195,0.022675563054426463,0.580796073318506,0.20975534933660556
E14001345,0.2297973255744435,0.06550549034456646,0.5205364794037346,0.18416070467725543
E14001346,0.21866908103214125,0.11598008148483477,0.4558261656858307,0.2095246717971933
E14001347,0.37697677424914894,0.015447925194984271,0.4575774550782092,0.1499978454776576
E14001348,0.48938348373398044,0.030124364904830513,0.3748578145142944,0.10563433684689467
E14001349,0.30862388010479835,0.04950440629523094,0.47947087814440925,0.16240083545556147
E14001350,0.2174003150128492,0.04028848545138025,0.6059852441349581,0.1363259554008124
E14001351,0.3371405564620373,0.037104532643936344,0.5163060753109703,0.1094488355830561
E14001352,0.35610988098533075,0.1344969554386936,0.3051134791032383,0.20427968447273734
E14001353,0.3148216076101044,0.15875577727239382,0.28635707822854767,0.2400655368889541
E14001354,0.4520303914835165,0.10081129807692307,0.31222098214285715,0.1349373282967033
E14001355,0.17016914402870323,0.040082009226037926,0.610415171706817,0.17933367503844183
E14001356,0.35093888776177273,0.014449629178783166,0.4924595928856428,0.1421518901738013
E14001357,0.2781988888410354,0.019596020500452217,0.557775959343641,0.14442913131487145
E14001358,0.35586763963467805,0.060099132589838906,0.4709027490935793,0.1131304786819037
E14001359,0.3832930590754602,0.026364904422309973,0.5031335337223237,0.08720850277990609
E14001360,0.4456259950197983,0.02688084255214924,0.44068661468751275,0.08680654774053966
E14001361,0.30334179175089243,0.012967184207130876,0.5363425229022407,0.14734850113973594
E14001362,0.3174512192209405,0.029089345847961596,0.536887105633971,0.1165723292971269
E14001363,0.3000794641843569,0.018163242138721763,0.5591327051878761,0.1226245884890453
E14001364,0.30730744697815343,0.024497687769095836,0.5561911975761441,0.1120036676766066
E14001365,0.24941782912436977,0.014492098302095816,0.5937690759874297,0.14232099658610478
E14001366,0.4194506612410987,0.04730417090539166,0.4026246185147508,0.1306205493387589
E14001367,0.15456746747697275,0.051490836577722916,0.5215554078435096,0.2723862881017947
E14001368,0.1882013715710723,0.03982231920199501,0.6079852452202826,0.16399106400665003
E14001369,0.3624934114656001,0.050212383344185034,0.4198989241310886,0.1673952810591263
E14001370,0.38860844863174676,0.04007684290122826,0.4385563344301159,0.13275837403690913
E14001371,0.31657834248499556,0.283408887753799,0.25780551653684075,0.1422072532243647
E14001372,0.23764232475193195,0.030979925922538752,0.5647949151767342,0.1665828341487951
E14001373,0.2991340050496708,0.01826376271266429,0.557162745699521,0.12543948653814388
E14001374,0.3106296286099716,0.011315144674173388,0.5294992153731796,0.14855601134267543
E14001375,0.30114633051850037,0.01507363439807449,0.5180312487251663,0.16574878635825888
E14001376,0.3994723687864482,0.020787876383544252,0.43434363470464554,0.14539612012536202
E14001377,0.24427252009115988,0.140378233577226,0.41583703170604935,0.19951221462556476
E14001378,0.2810039080143752,0.13053553543724594,0.3900551835195695,0.19840537302880934
E14001379,0.37087059307225817,0.0845513413506013,0.37533148319457293,0.1692465823825676
E14001380,0.22598495956108405,0.022253228018729605,0.5681312964101594,0.18363051601002697
E14001381,0.25529016651400926,0.032974001268230815,0.5537706381079875,0.15796519410977242
E14001382,0.21599637421878728,0.033061399742378705,0.6001622060016221,0.15078002003721197
E14001383,0.1947758515108643,0.04320375023755728,0.5960470468990857,0.16597335135249278
E14001384,0.36960681323628725,0.02691903654235762,0.5009567044346065,0.1025174457867487
E14001385,0.2477713090148276,0.007618484490130082,0.576639679796234,0.16797052669880833
E14001386,0.38115964557749105,0.018209677777531033,0.4865315005218627,0.11409917612311518
E14001387,0.24261010118902643,0.02358125013838762,0.5223080840511037,0.21150056462148217
E14001388,0.28956096203353665,0.008766843704339356,0.5602198668738548,0.14145232738826913
E14001389,0.24143212713000192,0.04616599655370477,0.5810358031782501,0.13136607313804327
E14001390,0.2008788316209561,0.018001188757748154,0.5979026916871869,0.18321728793410885
E14001391,0.24980456257550993,0.03221756330988084,0.6017103735815981,0.11626750053301116
E14001392,0.47436849925705793,0.019120982247595213,0.41720106358019865,0.0893094549151482
E14001393,0.395688251564431,0.03721286070188516,0.44671126194165994,0.12038762579202385
E14001394,0.35096276189668335,0.0301976418695394,0.5084400712528628,0.11039952498091442
E14001395,0.29393542237578935,0.008959847491957584,0.5555820326462528,0.14152269748600024
E14001396,0.2511071873100414,0.01785972732798796,0.5652299765536805,0.16580310880829016
E14001397,0.2658608731130151,0.02603529171766626,0.5373062015503876,0.17079763361893105
E14001398,0.22953620315103454,0.010904182397232827,0.5887203931411217,0.17083922131061102
E14001399,0.40388691791061426,0.017694178548318718,0.4589106812147176,0.11950822232634938
E14001400,0.2488821319978537,0.025733321409407976,0.5861205508853514,0.13926399570738687
