ons_code,dist_under_5,dist_5_10,dist_10_30,dist_30_60,dist_over_60,dist_wfh,dist_na,av_dist
E14001063,0.24639289678135406,0.11187247663626566,0.143656806446943,0.04011645675497434,0.012112145924817835,0.2972060029918448,0.1486432144638003,7.102374173623511
E14001064,0.19118532586039186,0.1896799295937746,0.19470563713001993,0.019662791236277732,0.009541896336097087,0.23711149196349993,0.15811292787993886,7.442852841724953
E14001065,0.19394980517031885,0.10633929693719361,0.1300749989525286,0.01996480496082457,0.009113001215066828,0.44810826664432063,0.09244982611974693,5.511375539447773
E14001066,0.24955648926237162,0.13968253968253969,0.219187675070028,0.01858076563958917,0.01258169934640523,0.21351540616246498,0.1468954248366013,7.897934173669468
E14001067,0.1016279330863366,0.08754911867070843,0.19178174469518355,0.04553721791849107,0.01583024587403166,0.394004715392388,0.16366902436286068,8.061917592904456
E14001068,0.31758789354031275,0.15739316141180792,0.16345557673318484,0.025420809699864513,0.013824144028291272,0.17461593221117414,0.14770248237536454,7.4933979378602436
E14001069,0.301715226463494,0.049733910180328494,0.1352463723726023,0.04270837321490103,0.034093954592442285,0.2776139974731039,0.158888165703128,8.481613002029174
E14001070,0.31323253109063254,0.1698353762190212,0.1133354209537443,0.014180907220184308,0.00847723002594614,0.23092064060123468,0.15001789388923684,5.63987429542811
E14001071,0.22823011068524554,0.05269190815632052,0.15915033850342086,0.06716337715370563,0.01022674356127091,0.3312497761220762,0.1512877458179604,7.989262814772362
E14001072,0.27852614133472087,0.05469156501127363,0.14293422751536874,0.05900830587192384,0.01903991058179646,0.31350330500472146,0.13229654468019503,8.14375325200902
E14001073,0.19078025229714998,0.1244354461921819,0.22730969561681288,0.01730433127411791,0.011161293671806053,0.20685597605080552,0.22215300489712575,7.628008790600287
E14001074,0.2739703254228835,0.14937035035950294,0.20125929928099415,0.013050164166077885,0.010411038610199078,0.18529986284859315,0.1666389593117493,7.2505299031627946
E14001075,0.24821302835683956,0.17538993321526875,0.18896024921586618,0.02069686559839546,0.012994217679817356,0.1799987197815094,0.17374698615230333,7.6860584206371225
E14001076,0.40410776797979353,0.09270173261842514,0.12059644613816635,0.0335002437187043,0.015110559666770062,0.21688749058359552,0.11709575929454513,6.833817078034298
E14001077,0.2135891540474114,0.08851978117814953,0.1392610798382621,0.06443748513438516,0.00844366923015936,0.31366447316261,0.17208435740902245,7.558273210179973
E14001078,0.27499914062768555,0.059657626069918535,0.11900587810663092,0.035320202124368365,0.01696400948747035,0.3659379189440033,0.128115224639923,6.461577463820426
E14001079,0.2793954120505745,0.0918619496725835,0.23683126724599482,0.048000494213582635,0.017029776368353858,0.18460936534739097,0.14227173510151972,9.646482846670237
E14001080,0.3091343100540919,0.030418500755535115,0.09307316645862077,0.01208856185533145,0.015942885925147275,0.43597661126075815,0.1033659636905153,4.681854017475856
E14001081,0.16987977412107597,0.11676483089440767,0.04004493290424434,0.0053737324670593235,0.0049790515513995996,0.5879227639808124,0.07503491408100067,2.741476410225272
E14001082,0.12977830781353153,0.10620354792682667,0.12999126860744936,0.04082458419404988,0.0071554826756394145,0.45686479119194157,0.12918201759056158,6.130342653917413
E14001083,0.12969474044824292,0.10286507635996466,0.13104704206559564,0.006815600151457781,0.004435549304916969,0.5075278123365969,0.11761417933322516,4.378211716341212
E14001084,0.3564762336582785,0.05032872364543187,0.13439885135645735,0.02775258822640369,0.02499433235094083,0.26666288823396056,0.13938638252852717,7.205046096879014
E14001085,0.22356783012520717,0.10290618487339799,0.043797896256912654,0.006137284825809416,0.006301383350563679,0.5269860023958385,0.09030341817227062,2.9869623722082737
E14001086,0.2675043665530515,0.10043919892828679,0.043936850316257145,0.008563531227213376,0.007444337047023113,0.45951399840599616,0.11259771752217192,3.2816977836563734
E14001087,0.15876445601198222,0.11238244898961378,0.25771601149114837,0.04954943894713581,0.025437670341542467,0.24683870650919537,0.149311267709382,10.658838117219535
E14001088,0.15611687602403057,0.12222829055161114,0.15401419989077006,0.03405243036592026,0.019825232113599125,0.3206171490988531,0.19314582195521574,7.505666302566902
E14001089,0.18955782528706464,0.11252088223476918,0.16735393008945,0.013449216519698028,0.006788047960413627,0.3411575630696356,0.16917253483896888,5.8131383619869315
E14001090,0.1700585447449122,0.09205464176191804,0.2030480438620946,0.02815723445776415,0.01819533500604033,0.3632562029551157,0.125229997212155,7.899219403401171
E14001091,0.3261317556338496,0.16275565600833167,0.11201223160273882,0.015533249130271001,0.011411730816104944,0.23124819960557513,0.14090717720312881,5.888176117352479
E14001092,0.26463811330984005,0.15817294659799402,0.11701454775458571,0.02606849191289419,0.021076172404445648,0.3016174211620132,0.11141230685822716,7.04735926628716
E14001093,0.27207651588065446,0.21338626884825151,0.13388273981392365,0.01700352903432788,0.012111004170676933,0.20277911453320502,0.14876082771896054,6.692282242540905
E14001094,0.28024207572982124,0.1627286850464906,0.08597862128133188,0.015952883344540543,0.014608018178867067,0.29343566675168686,0.14705404966726182,5.52716395761356
E14001095,0.2845638198082775,0.22469056716008146,0.12164542771511588,0.014024571598526618,0.013521242764648013,0.16891258093298864,0.17264179002036195,6.5423025006291615
E14001096,0.327312523791397,0.11016368481157214,0.10026646364674534,0.02466692044156833,0.021735820327369624,0.2739246288542063,0.14192995812714124,6.498715264560335
E14001097,0.2238699303198142,0.18199481865284975,0.18813650169733787,0.0189610505628015,0.013645703055208147,0.23499195997855996,0.13840003573342863,7.6322695193853844
E14001098,0.28626622122224493,0.1870184768527988,0.11240653621508602,0.025885775323288108,0.016954160132724255,0.20597259153201064,0.16549623872184724,6.887627553919229
E14001099,0.23790001405613082,0.18378391041559294,0.11010635805650565,0.015649158974839525,0.01839010448390573,0.31054678348873166,0.12362367052429368,6.350677036967623
E14001100,0.29714714362737055,0.21132703532666025,0.09205560374129726,0.015143346069996953,0.013525867929393563,0.19972338779624463,0.17107761550903677,5.932452706345671
E14001101,0.19290747665928923,0.09575415299295327,0.24012312701925767,0.06848304459538528,0.014780330204278918,0.22450329441094916,0.1634485741178865,10.267050802615177
E14001102,0.42509763808815326,0.07917984005951274,0.14194718244374185,0.02926817928212758,0.00853170913148596,0.1792588804165892,0.13671657057838943,6.495141342756183
E14001103,0.283139731589038,0.2025036652757415,0.10828916206157663,0.01716476824179542,0.013375437013646104,0.21111988271117627,0.16440735310702606,6.234859591744671
